Category,Scenario,Gas,Gapfilled 2021,Gapfilled 2022,Gapfilled 2023,Gapfilled 2024,Gapfilled 2025,Gapfilled 2026,Gapfilled 2027,Gapfilled 2028,Gapfilled 2029,Gapfilled 2030,Gapfilled 2031,Gapfilled 2032,Gapfilled 2033,Gapfilled 2034,Gapfilled 2035,Gapfilled 2036,Gapfilled 2037,Gapfilled 2038,Gapfilled 2039,Gapfilled 2040,Gapfilled 2041,Gapfilled 2042,Gapfilled 2043,Gapfilled 2044,Gapfilled 2045,Gapfilled 2046,Gapfilled 2047,Gapfilled 2048,Gapfilled 2049,Gapfilled 2050,Reported Value 2021,Reported Value 2022,Reported Value 2023,Reported Value 2024,Reported Value 2025,Reported Value 2026,Reported Value 2027,Reported Value 2028,Reported Value 2029,Reported Value 2030,Reported Value 2035,Reported Value 2040,Reported Value 2045,Reported Value 2050
1. Energy,WAM,ESR,18017.4239013888,17917.11987,17360.65229,16678.23401,15959.55546,15409.76104,14608.94888,13823.13912,13120.1828,12396.93029,11886.01693,11375.10357,10864.19021,10353.27685,9842.36349,9245.86635,8649.3692,8052.87206,7456.37492,6859.87777,6859.87777,6859.87777,6859.87777,6859.87777,6859.87777,6859.87777,6859.87777,6859.87777,6859.87777,6859.87777,,,,,,,,,,,,,,
1. Energy,WAM,ETS,10301.7179783333,10768.33652,7150.97734,7691.6628,4576.24098,3159.42615,2537.13064,2123.60253,-302.61143,-557.41121,-567.29197,-577.17273,-587.05349,-596.93425,-606.81501,-654.29699,-701.77897,-749.26095,-796.74293,-844.22491,-844.22491,-844.22491,-844.22491,-844.22491,-844.22491,-844.22491,-844.22491,-844.22491,-844.22491,-844.22491,,,,,,,,,,,,,,
1. Energy,WAM,Total,27891.611905,28795.11916,24628.34435,24493.67625,20666.65342,18701.39722,17279.68637,16081.78505,12954.08864,11977.54239,11457.16004,10936.77768,10416.39532,9896.01297,9375.63061,8732.07093,8088.51124,7444.95155,6801.39187,6157.83218,6157.83218,6157.83218,6157.83218,6157.83218,6157.83218,6157.83218,6157.83218,6157.83218,6157.83218,6157.83218,,,,,,,,,,,,,,
1. Energy,WEM,ESR,18017.4239013888,17917.11987,17360.65229,16678.23401,15959.55546,15409.76104,14608.94888,13823.13912,13120.1828,12396.93029,11886.01693,11375.10357,10864.19021,10353.27685,9842.36349,9245.86635,8649.3692,8052.87206,7456.37492,6859.87777,6859.87777,6859.87777,6859.87777,6859.87777,6859.87777,6859.87777,6859.87777,6859.87777,6859.87777,6859.87777,,17917.1198732205,17360.6522885422,16678.2340148654,15959.5554598598,15409.7610351403,14608.9488782687,13823.139115247,13120.1828017046,12396.9302891861,9842.36348867354,6859.87777381196,6859.87777381196,6859.87777381196
1. Energy,WEM,ETS,10301.7179783333,10768.33652,7150.97734,7691.6628,4576.24098,3159.42615,2537.13064,2123.60253,-302.61143,-557.41121,-567.29197,-577.17273,-587.05349,-596.93425,-606.81501,-654.29699,-701.77897,-749.26095,-796.74293,-844.22491,-844.22491,-844.22491,-844.22491,-844.22491,-844.22491,-844.22491,-844.22491,-844.22491,-844.22491,-844.22491,10313.9198128792,10768.3365128886,7150.97734496489,7691.66280354732,4576.24097823883,3159.42615344416,2537.13064253082,2123.60252870988,-302.611427534569,-557.411209498242,-606.815012953242,-844.224913253635,-844.224913253635,-844.224913253635
1. Energy,WEM,Total,27876.8320194444,28795.11943,24628.34435,24493.67625,20666.65342,18701.39722,17279.68637,16081.78505,12954.08864,11977.54239,11457.16004,10936.77768,10416.39532,9896.01297,9375.63061,8732.07093,8088.51124,7444.95155,6801.39187,6157.83218,6157.83218,6157.83218,6157.83218,6157.83218,6157.83218,6157.83218,6157.83218,6157.83218,6157.83218,6157.83218,,28795.1194320073,24628.344347492,24493.6762503389,20666.6534196814,18701.397220429,17279.6863749541,16081.7850507728,12954.0886379128,11977.5423917873,9375.63061111407,6157.83218393963,6157.83218393963,6157.83218393963
1.A.1. Energy industries,WAM,ESR,622.609288055552,552.36215,540.9729,477.28721,468.33571,438.22496,360.36405,306.58499,251.63335,218.70712,208.53532,198.36353,188.19173,178.01993,167.84814,159.24752,150.6469,142.04628,133.44566,124.84504,124.84504,124.84504,124.84504,124.84504,124.84504,124.84504,124.84504,124.84504,124.84504,124.84504,,,,,,,,,,,,,,
1.A.1. Energy industries,WAM,ETS,7867.62013,8626.53012,5193.63826,5926.40723,3293.08526,2066.67286,1659.90248,1434.46578,-801.21838,-922.90454,-914.99541,-907.08628,-899.17716,-891.26803,-883.3589,-901.3789,-919.3989,-937.4189,-955.4389,-973.4589,-973.4589,-973.4589,-973.4589,-973.4589,-973.4589,-973.4589,-973.4589,-973.4589,-973.4589,-973.4589,,,,,,,,,,,,,,
1.A.1. Energy industries,WAM,Total,8318.69196333333,9178.89227,5734.61116,6403.69444,3761.42097,2504.89782,2020.26653,1741.05077,-549.58503,-704.19742,-706.46009,-708.72276,-710.98543,-713.2481,-715.51076,-742.13138,-768.752,-795.37262,-821.99324,-848.61386,-848.61386,-848.61386,-848.61386,-848.61386,-848.61386,-848.61386,-848.61386,-848.61386,-848.61386,-848.61386,,,,,,,,,,,,,,
1.A.1. Energy industries,WEM,ESR,622.609288055552,552.36215,540.9729,477.28721,468.33571,438.22496,360.36405,306.58499,251.63335,218.70712,208.53532,198.36353,188.19173,178.01993,167.84814,159.24752,150.6469,142.04628,133.44566,124.84504,124.84504,124.84504,124.84504,124.84504,124.84504,124.84504,124.84504,124.84504,124.84504,124.84504,447.162999119624,552.362150331963,540.972899932387,477.287206051164,468.335710592523,438.224960396228,360.364047182349,306.584985232823,251.633351019327,218.707118778092,167.848135146745,124.845041154785,124.845041154785,124.845041154785
1.A.1. Energy industries,WEM,ETS,7867.62013,8626.53012,5193.63826,5926.40723,3293.08526,2066.67286,1659.90248,1434.46578,-801.21838,-922.90454,-914.99541,-907.08628,-899.17716,-891.26803,-883.3589,-901.3789,-919.3989,-937.4189,-955.4389,-973.4589,-973.4589,-973.4589,-973.4589,-973.4589,-973.4589,-973.4589,-973.4589,-973.4589,-973.4589,-973.4589,,8626.53012249566,5193.63826464448,5926.40723140232,3293.08525591574,2066.67285769074,1659.90247873733,1434.4657842713,-801.218381356591,-922.904540378376,-883.358899777183,-973.45890255119,-973.45890255119,-973.45890255119
1.A.1. Energy industries,WEM,Total,8318.69196333333,9178.89227,5734.61116,6403.69444,3761.42097,2504.89782,2020.26653,1741.05077,-549.58503,-704.19742,-706.46009,-708.72276,-710.98543,-713.2481,-715.51076,-742.13138,-768.752,-795.37262,-821.99324,-848.61386,-848.61386,-848.61386,-848.61386,-848.61386,-848.61386,-848.61386,-848.61386,-848.61386,-848.61386,-848.61386,8314.78312911962,9178.89227282762,5734.61116457687,6403.69443745349,3761.42096650826,2504.89781808697,2020.26652591968,1741.05076950413,-549.585030337264,-704.197421600284,-715.510764630438,-848.613861396405,-848.613861396405,-848.613861396405
1.A.2. Manufacturing industries and construction,WAM,ESR,1868.94748444442,1736.41253,1630.78781,1457.72553,1339.78598,1215.15121,1066.10767,940.31861,806.55158,708.72589,690.13959,671.55328,652.96697,634.38067,615.79436,608.30886,600.82336,593.33785,585.85235,578.36685,578.36685,578.36685,578.36685,578.36685,578.36685,578.36685,578.36685,578.36685,578.36685,578.36685,,,,,,,,,,,,,,
1.A.2. Manufacturing industries and construction,WAM,ETS,2308.74236,2037.07028,1853.15886,1650.38134,1205.3588,1020.08241,799.6661,611.98071,423.54236,285.0208,268.72698,252.43316,236.13935,219.84553,203.55171,174.64926,145.7468,116.84434,87.94188,59.03942,59.03942,59.03942,59.03942,59.03942,59.03942,59.03942,59.03942,59.03942,59.03942,59.03942,,,,,,,,,,,,,,
1.A.2. Manufacturing industries and construction,WAM,Total,3778.18783527778,3773.4828,3483.94667,3108.10686,2545.14478,2235.23362,1865.77377,1552.29932,1230.09394,993.74669,958.86657,923.98644,889.10632,854.2262,819.34608,782.95811,746.57015,710.18219,673.79423,637.40627,637.40627,637.40627,637.40627,637.40627,637.40627,637.40627,637.40627,637.40627,637.40627,637.40627,,,,,,,,,,,,,,
1.A.2. Manufacturing industries and construction,WEM,ESR,1868.94748444442,1736.41253,1630.78781,1457.72553,1339.78598,1215.15121,1066.10767,940.31861,806.55158,708.72589,690.13959,671.55328,652.96697,634.38067,615.79436,608.30886,600.82336,593.33785,585.85235,578.36685,578.36685,578.36685,578.36685,578.36685,578.36685,578.36685,578.36685,578.36685,578.36685,578.36685,1503.35807319583,1736.41252606333,1630.78781297772,1457.72552532384,1339.78597747397,1215.15121271503,1066.10767036872,940.318608460658,806.551580295246,708.725890867533,615.794361712416,578.366848246221,578.366848246221,578.366848246221
1.A.2. Manufacturing industries and construction,WEM,ETS,2308.74236,2037.07028,1853.15886,1650.38134,1205.3588,1020.08241,799.6661,611.98071,423.54236,285.0208,268.72698,252.43316,236.13935,219.84553,203.55171,174.64926,145.7468,116.84434,87.94188,59.03942,59.03942,59.03942,59.03942,59.03942,59.03942,59.03942,59.03942,59.03942,59.03942,59.03942,2308.74236,2037.07027661516,1853.15885510228,1650.38133718232,1205.3588042148,1020.08241006583,799.666095245774,611.980714863598,423.542360543953,285.020798216376,203.55171395305,59.039420339262,59.039420339262,59.039420339262
1.A.2. Manufacturing industries and construction,WEM,Total,3778.18783527778,3773.4828,3483.94667,3108.10686,2545.14478,2235.23362,1865.77377,1552.29932,1230.09394,993.74669,958.86657,923.98644,889.10632,854.2262,819.34608,782.95811,746.57015,710.18219,673.79423,637.40627,637.40627,637.40627,637.40627,637.40627,637.40627,637.40627,637.40627,637.40627,637.40627,637.40627,,3773.48280267849,3483.94666808,3108.10686250616,2545.14478168878,2235.23362278086,1865.7737656145,1552.29932332426,1230.0939408392,993.746689083909,819.346075665466,637.406268585483,637.406268585483,637.406268585483
1.A.3. Transport,WAM,ESR,12116.67455,12298.80919,12213.58219,12118.32128,11713.82658,11527.51298,11207.91569,10813.1344,10508.17027,10036.68088,9581.70362,9126.72636,8671.74911,8216.77185,7761.79459,7190.68252,6619.57046,6048.45839,5477.34632,4906.23425,4906.23425,4906.23425,4906.23425,4906.23425,4906.23425,4906.23425,4906.23425,4906.23425,4906.23425,4906.23425,,,,,,,,,,,,,,
1.A.3. Transport,WAM,Total,12202.06252,12408.47224,12330.29691,12242.10071,11844.68357,11659.72301,11341.52254,10948.17781,10644.68753,10174.70419,9720.1387,9265.5732,8811.00771,8356.44222,7901.87673,7331.1841,6760.49147,6189.79884,5619.10621,5048.41358,5048.41358,5048.41358,5048.41358,5048.41358,5048.41358,5048.41358,5048.41358,5048.41358,5048.41358,5048.41358,,,,,,,,,,,,,,
1.A.3. Transport,WEM,ESR,12116.67455,12298.80919,12213.58219,12118.32128,11713.82658,11527.51298,11207.91569,10813.1344,10508.17027,10036.68088,9581.70362,9126.72636,8671.74911,8216.77185,7761.79459,7190.68252,6619.57046,6048.45839,5477.34632,4906.23425,4906.23425,4906.23425,4906.23425,4906.23425,4906.23425,4906.23425,4906.23425,4906.23425,4906.23425,4906.23425,12116.6745532345,12298.8091931801,12213.5821929474,12118.3212752361,11713.8265844707,11527.512977923,11207.9156899988,10813.1344041281,10508.1702651336,10036.6808759798,7761.79459192734,4906.23425444217,4906.23425444217,4906.23425444217
1.A.3. Transport,WEM,Total,12202.06252,12408.47224,12330.29691,12242.10071,11844.68357,11659.72301,11341.52254,10948.17781,10644.68753,10174.70419,9720.1387,9265.5732,8811.00771,8356.44222,7901.87673,7331.1841,6760.49147,6189.79884,5619.10621,5048.41358,5048.41358,5048.41358,5048.41358,5048.41358,5048.41358,5048.41358,5048.41358,5048.41358,5048.41358,5048.41358,12202.0625151664,12408.4722390783,12330.2969069323,12242.1007071623,11844.6835660536,11659.7230097675,11341.5225441534,10948.177810944,10644.6875288764,10174.7041880792,7901.87672732111,5048.41357782347,5048.41357782347,5048.41357782347
1.A.3.a. Domestic aviation,WAM,ESR,1.5413975,1.50947,1.60663,1.70397,1.80148,1.82013,1.83937,1.85916,1.87947,1.90021,1.90589,1.91156,1.91724,1.92291,1.92859,1.93437,1.94015,1.94593,1.95171,1.95749,1.95749,1.95749,1.95749,1.95749,1.95749,1.95749,1.95749,1.95749,1.95749,1.95749,,,,,,,,,,,,,,
1.A.3.a. Domestic aviation,WAM,Total,86.55401,111.17252,118.32135,125.4834,132.65847,134.03016,135.44622,136.90257,138.39673,139.92352,140.34096,140.7584,141.17584,141.59328,142.01072,142.43594,142.86116,143.28638,143.7116,144.13681,144.13681,144.13681,144.13681,144.13681,144.13681,144.13681,144.13681,144.13681,144.13681,144.13681,,,,,,,,,,,,,,
1.A.3.a. Domestic aviation,WEM,ESR,1.5413975,1.50947,1.60663,1.70397,1.80148,1.82013,1.83937,1.85916,1.87947,1.90021,1.90589,1.91156,1.91724,1.92291,1.92859,1.93437,1.94015,1.94593,1.95171,1.95749,1.95749,1.95749,1.95749,1.95749,1.95749,1.95749,1.95749,1.95749,1.95749,1.95749,1.166052893634,1.509472778834,1.606631521133,1.7039694036,1.801483431758,1.820126140655,1.839370786991,1.859161780982,1.879465696195,1.900212278659,1.928588891688,1.957489489138,1.957489489138,1.957489489138
1.A.3.a. Domestic aviation,WEM,Total,86.55401,111.17252,118.32135,125.4834,132.65847,134.03016,135.44622,136.90257,138.39673,139.92352,140.34096,140.7584,141.17584,141.59328,142.01072,142.43594,142.86116,143.28638,143.7116,144.13681,144.13681,144.13681,144.13681,144.13681,144.13681,144.13681,144.13681,144.13681,144.13681,144.13681,86.554014825572,111.172518677009,118.321345506052,125.483401329794,132.658465014597,134.030157985172,135.446224941558,136.902568596905,138.396729438987,139.923524378033,142.010724285455,144.136812870437,144.136812870437,144.136812870437
1.A.3.b. Road transportation,WAM,ESR,11382.12466,11574.63097,11495.63547,11406.22453,11016.0661,10838.06798,10636.6994,10256.32681,9997.13822,9530.83977,9079.56906,8628.29836,8177.02765,7725.75694,7274.48623,6703.37001,6132.25379,5561.13757,4990.02136,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,,,,,,,,,,,,,,
1.A.3.b. Road transportation,WAM,Total,11382.12466,11574.63097,11495.63547,11406.22453,11016.0661,10838.06798,10636.6994,10256.32681,9997.13822,9530.83977,9079.56906,8628.29836,8177.02765,7725.75694,7274.48623,6703.37001,6132.25379,5561.13757,4990.02136,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,,,,,,,,,,,,,,
1.A.3.b. Road transportation,WEM,ESR,11382.12466,11574.63097,11495.63547,11406.22453,11016.0661,10838.06798,10636.6994,10256.32681,9997.13822,9530.83977,9079.56906,8628.29836,8177.02765,7725.75694,7274.48623,6703.37001,6132.25379,5561.13757,4990.02136,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,11382.124659811,11574.6309681737,11495.635467465,11406.2245306361,11016.066103599,10838.0679808554,10636.6993983656,10256.3268100545,9997.13822482288,9530.83977389851,7274.48622936773,4418.90513808784,4418.90513808784,4418.90513808784
1.A.3.b. Road transportation,WEM,Total,11382.12466,11574.63097,11495.63547,11406.22453,11016.0661,10838.06798,10636.6994,10256.32681,9997.13822,9530.83977,9079.56906,8628.29836,8177.02765,7725.75694,7274.48623,6703.37001,6132.25379,5561.13757,4990.02136,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,4418.90514,11382.124659811,11574.6309681737,11495.635467465,11406.2245306361,11016.066103599,10838.0679808554,10636.6993983656,10256.3268100545,9997.13822482288,9530.83977389851,7274.48622936773,4418.90513808784,4418.90513808784,4418.90513808784
1.A.3.c. Railways,WAM,ESR,186.30412,201.71209,195.93209,190.15241,188.18083,188.04833,74.44524,66.69861,23.77352,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,,,,,,,,,,,,,,
1.A.3.c. Railways,WAM,Total,186.30412,201.71209,195.93209,190.15241,188.18083,188.04833,74.44524,66.69861,23.77352,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,,,,,,,,,,,,,,
1.A.3.c. Railways,WEM,ESR,186.30412,201.71209,195.93209,190.15241,188.18083,188.04833,74.44524,66.69861,23.77352,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,186.30411876112,201.712089882371,195.932087256067,190.152408006417,188.180827519893,188.048329569042,74.445241807977,66.698610147446,23.77352160979,18.561420409949,,,,
1.A.3.c. Railways,WEM,Total,186.30412,201.71209,195.93209,190.15241,188.18083,188.04833,74.44524,66.69861,23.77352,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,18.56142,186.30411876112,201.712089882371,195.932087256067,190.152408006417,188.180827519893,188.048329569042,74.445241807977,66.698610147446,23.77352160979,18.561420409949,,,,
1.A.3.d. Domestic navigation,WAM,ESR,529.563021388889,520.95666,520.40801,520.24037,507.77817,499.57654,494.93168,488.24982,485.37905,485.37947,485.37953,485.37959,485.37965,485.37971,485.37977,485.37814,485.37651,485.37489,485.37326,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,,,,,,,,,,,,,,
1.A.3.d. Domestic navigation,WAM,Total,547.07972,520.95666,520.40801,520.24037,507.77817,499.57654,494.93168,488.24982,485.37905,485.37947,485.37953,485.37959,485.37965,485.37971,485.37977,485.37814,485.37651,485.37489,485.37326,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,,,,,,,,,,,,,,
1.A.3.d. Domestic navigation,WEM,ESR,529.563021388889,520.95666,520.40801,520.24037,507.77817,499.57654,494.93168,488.24982,485.37905,485.37947,485.37953,485.37959,485.37965,485.37971,485.37977,485.37814,485.37651,485.37489,485.37326,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,,520.956662345236,520.408006705188,520.240367190028,507.778169920144,499.576541357973,494.931679038215,488.249822145204,485.379053004743,485.379469392683,485.379773667917,485.37162686519,485.37162686519,485.37162686519
1.A.3.d. Domestic navigation,WEM,Total,547.07972,520.95666,520.40801,520.24037,507.77817,499.57654,494.93168,488.24982,485.37905,485.37947,485.37953,485.37959,485.37965,485.37971,485.37977,485.37814,485.37651,485.37489,485.37326,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,485.37163,547.079721768701,520.956662345236,520.408006705188,520.240367190028,507.778169920144,499.576541357973,494.931679038215,488.249822145204,485.379053004743,485.379469392683,485.379773667917,485.37162686519,485.37162686519,485.37162686519
1.A.4. Other sectors,WAM,ESR,3152.86195444438,3066.40243,2699.63817,2331.01918,2163.06123,1954.53398,1691.0071,1483.89839,1276.77714,1157.97321,1132.75746,1107.54172,1082.32597,1057.11022,1031.89447,1025.22283,1018.55118,1011.87954,1005.20789,998.53625,998.53625,998.53625,998.53625,998.53625,998.53625,998.53625,998.53625,998.53625,998.53625,998.53625,,,,,,,,,,,,,,
1.A.4. Other sectors,WAM,ETS,14.3200883333329,12.58119,11.09605,10.09703,9.32706,8.21881,6.54999,4.79614,2.8495,1.48371,1.26177,1.03982,0.81788,0.59594,0.374,0.31478,0.25557,0.19635,0.13714,0.07792,0.07792,0.07792,0.07792,0.07792,0.07792,0.07792,0.07792,0.07792,0.07792,0.07792,,,,,,,,,,,,,,
1.A.4. Other sectors,WAM,Total,3202.08710611111,3078.98362,2710.73422,2341.11622,2172.38829,1962.75279,1697.55709,1488.69452,1279.62664,1159.45692,1134.01923,1108.58154,1083.14385,1057.70616,1032.26847,1025.53761,1018.80675,1012.07589,1005.34503,998.61417,998.61417,998.61417,998.61417,998.61417,998.61417,998.61417,998.61417,998.61417,998.61417,998.61417,,,,,,,,,,,,,,
1.A.4. Other sectors,WEM,ESR,3152.86195444438,3066.40243,2699.63817,2331.01918,2163.06123,1954.53398,1691.0071,1483.89839,1276.77714,1157.97321,1132.75746,1107.54172,1082.32597,1057.11022,1031.89447,1025.22283,1018.55118,1011.87954,1005.20789,998.53625,998.53625,998.53625,998.53625,998.53625,998.53625,998.53625,998.53625,998.53625,998.53625,998.53625,,3066.4024310203,2699.63817035095,2331.01918241383,2163.06123218562,1954.53397874798,1691.00710362001,1483.89838674155,1276.77713798846,1157.97321008944,1031.89447490219,998.536249902275,998.536249902275,998.536249902275
1.A.4. Other sectors,WEM,ETS,14.3200883333329,12.58119,11.09605,10.09703,9.32706,8.21881,6.54999,4.79614,2.8495,1.48371,1.26177,1.03982,0.81788,0.59594,0.374,0.31478,0.25557,0.19635,0.13714,0.07792,0.07792,0.07792,0.07792,0.07792,0.07792,0.07792,0.07792,0.07792,0.07792,0.07792,,12.58118635625,11.096048906767,10.09703316057,9.327055972287,8.218808011681,6.549990307027,4.796136135211,2.849500946167,1.483707750404,0.373999674422,0.077922542765,0.077922542765,0.077922542765
1.A.4. Other sectors,WEM,Total,3202.08710611111,3078.98362,2710.73422,2341.11622,2172.38829,1962.75279,1697.55709,1488.69452,1279.62664,1159.45692,1134.01923,1108.58154,1083.14385,1057.70616,1032.26847,1025.53761,1018.80675,1012.07589,1005.34503,998.61417,998.61417,998.61417,998.61417,998.61417,998.61417,998.61417,998.61417,998.61417,998.61417,998.61417,,3078.98361737655,2710.73421925772,2341.1162155744,2172.3882881579,1962.75278675966,1697.55709392703,1488.69452287677,1279.62663893463,1159.45691783984,1032.26847457661,998.61417244504,998.61417244504,998.61417244504
1.A.5. Other,WAM,ESR,194.931064444444,193.97993,193.97955,193.9793,193.40456,193.41927,193.42378,192.12306,192.12833,190.46659,190.46543,190.46426,190.4631,190.46193,190.46077,190.47269,190.48462,190.49655,190.50848,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,,,,,,,,,,,,,,
1.A.5. Other,WAM,Total,221.03607,193.97993,193.97955,193.9793,193.40456,193.41927,193.42378,192.12306,192.12833,190.46659,190.46543,190.46426,190.4631,190.46193,190.46077,190.47269,190.48462,190.49655,190.50848,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,,,,,,,,,,,,,,
1.A.5. Other,WEM,ESR,194.931064444444,193.97993,193.97955,193.9793,193.40456,193.41927,193.42378,192.12306,192.12833,190.46659,190.46543,190.46426,190.4631,190.46193,190.46077,190.47269,190.48462,190.49655,190.50848,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,,193.979933510141,193.979549536585,193.979295255749,193.404560110502,193.419269880802,193.423781417593,192.123057794743,192.128326416692,190.466593727577,190.460765651778,190.520407548304,190.520407548304,190.520407548304
1.A.5. Other,WEM,Total,221.03607,193.97993,193.97955,193.9793,193.40456,193.41927,193.42378,192.12306,192.12833,190.46659,190.46543,190.46426,190.4631,190.46193,190.46077,190.47269,190.48462,190.49655,190.50848,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,190.52041,,193.979933510141,193.979549536585,193.979295255749,193.404560110502,193.419269880802,193.423781417593,192.123057794743,192.128326416692,190.466593727577,190.460765651778,190.520407548304,190.520407548304,190.520407548304
1.B. Fugitive emissions from fuels,WAM,ESR,61.39956,69.15364,81.69166,99.90153,81.1414,80.91864,90.13059,87.07967,84.92214,84.3766,82.41551,80.45442,78.49334,76.53225,74.57116,71.93192,69.29268,66.65345,64.01421,61.37497,61.37497,61.37497,61.37497,61.37497,61.37497,61.37497,61.37497,61.37497,61.37497,61.37497,,,,,,,,,,,,,,
1.B. Fugitive emissions from fuels,WAM,ETS,111.0354,92.15493,93.08418,104.7772,68.46986,64.45208,71.01208,72.35989,72.21509,78.98882,77.71469,76.44056,75.16643,73.8923,72.61817,72.11787,71.61756,71.11726,70.61695,70.11665,70.11665,70.11665,70.11665,70.11665,70.11665,70.11665,70.11665,70.11665,70.11665,70.11665,,,,,,,,,,,,,,
1.B. Fugitive emissions from fuels,WAM,Total,172.43497,161.30857,174.77584,204.67873,149.61126,145.37071,161.14266,159.43957,157.13723,163.36542,160.13021,156.89499,153.65977,150.42455,147.18933,144.04979,140.91025,137.7707,134.63116,131.49162,131.49162,131.49162,131.49162,131.49162,131.49162,131.49162,131.49162,131.49162,131.49162,131.49162,,,,,,,,,,,,,,
