Category,Scenario,Gas,Gapfilled 2021,Gapfilled 2022,Gapfilled 2023,Gapfilled 2024,Gapfilled 2025,Gapfilled 2026,Gapfilled 2027,Gapfilled 2028,Gapfilled 2029,Gapfilled 2030,Gapfilled 2031,Gapfilled 2032,Gapfilled 2033,Gapfilled 2034,Gapfilled 2035,Gapfilled 2036,Gapfilled 2037,Gapfilled 2038,Gapfilled 2039,Gapfilled 2040,Gapfilled 2041,Gapfilled 2042,Gapfilled 2043,Gapfilled 2044,Gapfilled 2045,Gapfilled 2046,Gapfilled 2047,Gapfilled 2048,Gapfilled 2049,Gapfilled 2050,Reported Value 2021,Reported Value 2022,Reported Value 2023,Reported Value 2024,Reported Value 2025,Reported Value 2026,Reported Value 2027,Reported Value 2028,Reported Value 2029,Reported Value 2030,Reported Value 2031,Reported Value 2032,Reported Value 2033,Reported Value 2034,Reported Value 2035,Reported Value 2036,Reported Value 2037,Reported Value 2038,Reported Value 2039,Reported Value 2040,Reported Value 2045,Reported Value 2050
1. Energy,WAM,ESR,52017.5,52525.5,53033.5,53541.5,54049.4,54327.8,54606.2,54884.6,55163.0,55441.4,55888.6,56335.7,56782.8,57229.9,57677.1,57769.0,57860.9,57952.9,58044.8,58136.7,57773.38,57410.06,57046.74,56683.42,56320.1,56823.96,57327.82,57831.68,58335.54,58839.4,52017.4870844469,52525.4768719812,53033.4666595155,53541.4564470498,54049.4462345841,54327.8457139408,54606.2451932975,54884.6446726542,55163.0441520109,55441.4436313676,55888.5692459168,56335.694860466,56782.8204750152,57229.9460895643,57677.0717041135,57768.9981644966,57860.9246248797,57952.8510852627,58044.7775456458,58136.7040060288,56320.118341652,58839.4191116368
1. Energy,WAM,ETS,21080.5,19954.0,18827.5,17701.0,16574.5,15490.0,14405.6,13321.1,12236.7,11152.2,11313.7,11475.3,11636.8,11798.3,11959.9,11800.7,11641.5,11482.3,11323.0,11163.8,11165.04,11166.28,11167.52,11168.76,11170.0,11092.4,11014.8,10937.2,10859.6,10782.0,21080.5209026537,19954.0156941849,18827.5104857162,17701.0052772475,16574.5000687787,15490.0388361416,14405.5776035044,13321.1163708672,12236.65513823,11152.1939055929,11313.732766026,11475.2716264591,11636.8104868923,11798.3493473254,11959.8882077586,11800.6765778169,11641.4649478752,11482.2533179336,11323.0416879919,11163.8300580502,11170.0009908239,10781.9614656049
1. Energy,WAM,Total,73226.2,72620.3,72014.4,71408.5,70802.5,70002.2,69201.9,68401.5,67601.2,66800.8,67416.6,68032.4,68648.2,69264.0,69879.8,69825.3,69770.9,69716.4,69662.0,69607.5,69248.26,68889.02,68529.78,68170.54,67811.3,68241.8,68672.3,69102.8,69533.3,69963.8,73226.2406325685,72620.3170502671,72014.3934679657,71408.4698856643,70802.5463033629,70002.2045500824,69201.8627968019,68401.5210435214,67601.1792902409,66800.8375369604,67416.6220119428,68032.4064869251,68648.1909619074,69263.9754368897,69879.7599118721,69825.3147423135,69770.8695727549,69716.4244031963,69661.9792336377,69607.5340640791,67811.2693324759,69963.8305772416
1. Energy,WEM,ESR,52239.2,52969.0,53698.7,54428.5,55158.2,55461.6,55765.0,56068.4,56371.8,56675.2,57311.4,57947.5,58583.6,59219.8,59855.9,60382.2,60908.6,61434.9,61961.2,62487.5,62353.64,62219.78,62085.92,61952.06,61818.2,62270.72,62723.24,63175.76,63628.28,64080.8,52239.2438031493,52968.9903093861,53698.7368156228,54428.4833218596,55158.2298280963,55461.6284748842,55765.0271216721,56068.42576846,56371.824415248,56675.2230620358,57311.3635203547,57947.5039786736,58583.6444369924,59219.7848953113,59855.9253536301,60382.2497638135,60908.5741739968,61434.8985841801,61961.2229943634,62487.5474045467,61818.2266993015,64080.7617799259
1. Energy,WEM,ETS,21109.7,20012.4,18915.1,17817.8,16720.5,15639.7,14558.9,13478.1,12397.3,11316.5,11490.4,11664.3,11838.2,12012.1,12185.9,12336.0,12486.0,12636.1,12786.1,12936.1,12702.16,12468.22,12234.28,12000.34,11766.4,11590.06,11413.72,11237.38,11061.04,10884.7,21109.7299091512,20012.43370718,18915.1375052088,17817.8413032375,16720.5451012663,15639.7451709414,14558.9452406165,13478.1453102916,12397.3453799666,11316.5454496417,11490.4248324195,11664.3042151972,11838.1835979749,12012.0629807527,12185.9423635304,12335.9812082141,12486.0200528978,12636.0588975815,12786.0977422652,12936.136586949,11766.4302085551,10884.68395122
1. Energy,WEM,Total,73482.9,73133.7,72784.5,72435.3,72086.0,71315.8,70545.5,69775.3,69005.0,68234.8,69052.0,69869.1,70686.3,71503.5,72320.6,73002.7,73684.8,74366.9,75049.0,75731.0,75368.92,75006.84,74644.76,74282.68,73920.6,74202.48,74484.36,74766.24,75048.12,75330.0,73482.9398577685,73133.715500667,72784.4911435656,72435.2667864641,72086.0424293626,71315.7941458256,70545.5458622886,69775.2975787516,69005.0492952146,68234.8010116776,69051.9678527742,69869.1346938708,70686.3015349674,71503.468376064,72320.6352171605,73002.7154720276,73684.7957268946,74366.8759817616,75048.9562366287,75731.0364914957,73920.5944078567,75329.9682311459
1. Energy,WOM,Total,111784.1,112405.8,113027.5,113649.3,114271.0,115378.6,116486.1,117593.7,118701.2,119808.8,121138.8,122468.8,123798.7,125128.7,126458.7,127848.6,129238.6,130628.5,132018.4,133408.4,134039.58,134670.76,135301.94,135933.12,136564.3,136946.24,137328.18,137710.12,138092.06,138474.0,111784.082424099,112405.812468933,113027.542513767,113649.2725586,114271.002603434,115378.563578895,116486.124554357,117593.685529818,118701.246505279,119808.80748074,121138.78478074,122468.76208074,123798.73938074,125128.71668074,126458.69398074,127848.62568074,129238.55738074,130628.48908074,132018.42078074,133408.35248074,136564.341948866,138474.022319825
1.A.1. Energy industries,WAM,ESR,1797.9,1726.3,1654.7,1583.1,1511.5,1335.4,1159.2,983.1,806.9,630.7,633.8,636.8,639.9,643.0,646.0,633.6,621.1,608.6,596.1,583.6,574.5,565.4,556.3,547.2,538.1,529.48,520.86,512.24,503.62,495.0,1797.87666622689,1726.29358898583,1654.71051174477,1583.1274345037,1511.54435726265,1335.37959047809,1159.21482369353,983.050056908973,806.885290124415,630.720523339857,633.785241994753,636.849960649651,639.914679304547,642.979397959443,646.044116614339,633.561772955743,621.079429297146,608.597085638548,596.114741979953,583.632398321354,538.101685200451,495.008775290392
1.A.1. Energy industries,WAM,ETS,15314.8,14165.6,13016.3,11867.1,10717.8,9571.9,8426.0,7280.1,6134.2,4988.3,5073.1,5157.9,5242.7,5327.6,5412.4,5224.2,5036.0,4847.9,4659.7,4471.5,4315.52,4159.54,4003.56,3847.58,3691.6,3544.74,3397.88,3251.02,3104.16,2957.3,15314.8008719755,14165.5613961442,13016.3219203128,11867.0824444815,10717.8429686502,9571.92545471755,8426.0079407849,7280.09042685225,6134.17291291961,4988.25539898696,5073.08568297066,5157.91596695436,5242.74625093806,5327.57653492176,5412.40681890546,5224.22562487173,5036.04443083799,4847.86323680426,4659.68204277052,4471.50084873679,3691.62696896486,2957.27327179866
1.A.1. Energy industries,WAM,Total,17112.7,15891.9,14671.0,13450.2,12229.4,10907.3,9585.2,8263.1,6941.1,5619.0,5706.9,5794.8,5882.7,5970.6,6058.5,5857.8,5657.1,5456.5,5255.8,5055.1,4890.02,4724.94,4559.86,4394.78,4229.7,4074.22,3918.74,3763.26,3607.78,3452.3,17112.6775382024,15891.85498513,14671.0324320576,13450.2098789852,12229.3873259128,10907.3050451956,9585.22276447843,8263.14048376123,6941.05820304402,5618.97592232682,5706.87092496542,5794.76592760401,5882.66093024261,5970.5559328812,6058.4509355198,5857.78739782747,5657.12386013514,5456.46032244281,5255.79678475048,5055.13324705814,4229.72865416531,3452.28204708905
1.A.1. Energy industries,WEM,ESR,1797.9,1726.3,1654.7,1583.1,1511.5,1335.4,1159.2,983.1,806.9,630.7,633.8,636.8,639.9,643.0,646.0,649.0,651.9,654.9,657.8,660.8,641.28,621.76,602.24,582.72,563.2,549.56,535.92,522.28,508.64,495.0,1797.87666622689,1726.29358898583,1654.71051174477,1583.1274345037,1511.54435726265,1335.37959047809,1159.21482369353,983.050056908973,806.885290124415,630.720523339857,633.785241994753,636.849960649651,639.914679304547,642.979397959443,646.044116614339,648.986258955743,651.928401297147,654.870543638551,657.812685979954,660.754828321354,563.203696200451,495.008775290392
1.A.1. Energy industries,WEM,ETS,15314.8,14165.6,13016.3,11867.1,10717.8,9571.9,8426.0,7280.1,6134.2,4988.3,5073.1,5157.9,5242.7,5327.6,5412.4,5497.5,5582.6,5667.7,5752.8,5837.9,5497.6,5157.3,4817.0,4476.7,4136.4,3900.58,3664.76,3428.94,3193.12,2957.3,15314.8008719755,14165.5613961442,13016.3219203128,11867.0824444815,10717.8429686502,9571.92545471755,8426.0079407849,7280.09042685225,6134.17291291961,4988.25539898696,5073.08568297066,5157.91596695436,5242.74625093806,5327.57653492176,5412.40681890546,5497.50584887172,5582.60487883799,5667.70390880426,5752.80293877052,5837.90196873679,4136.36679296486,2957.27327179866
1.A.1. Energy industries,WEM,Total,17112.7,15891.9,14671.0,13450.2,12229.4,10907.3,9585.2,8263.1,6941.1,5619.0,5706.9,5794.8,5882.7,5970.6,6058.5,6146.5,6234.5,6322.6,6410.6,6498.7,6138.88,5779.06,5419.24,5059.42,4699.6,4450.14,4200.68,3951.22,3701.76,3452.3,17112.6775382024,15891.85498513,14671.0324320576,13450.2098789852,12229.3873259128,10907.3050451956,9585.22276447843,8263.14048376123,6941.05820304402,5618.97592232682,5706.87092496542,5794.76592760401,5882.66093024261,5970.5559328812,6058.4509355198,6146.49210782747,6234.53328013514,6322.57445244281,6410.61562475048,6498.65679705814,4699.57048916531,3452.28204708905
1.A.1. Energy industries,WOM,Total,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.5,40973.4644941182,40973.4644941182,40973.4644941182,40973.4644941182,40973.4644941182,40973.4644941182,40973.4644941182,40973.4644941182,40973.4644941182,40973.4644941182,40973.4644941182,40973.4644941182,40973.4644941182,40973.4644941182,40973.4644941182,40973.4644941182,40973.4644941182,40973.4644941182,40973.4644941182,40973.4644941182,40973.4644941182,40973.4644941182
1.A.2. Manufacturing industries and construction,WAM,ESR,9069.0,9100.5,9132.0,9163.5,9195.1,9290.9,9386.8,9482.6,9578.5,9674.3,9792.7,9911.1,10029.4,10147.8,10266.2,10310.6,10355.1,10399.5,10444.0,10488.4,10733.92,10979.44,11224.96,11470.48,11716.0,11823.4,11930.8,12038.2,12145.6,12253.0,9068.97038709046,9100.49647760605,9132.02256812164,9163.54865863723,9195.07474915282,9290.92292929808,9386.77110944334,9482.6192895886,9578.46746973386,9674.31564987913,9792.68540909082,9911.05516830252,10029.4249275142,10147.7946867259,10266.1644459376,10310.6113001381,10355.0581543385,10399.505008539,10443.9518627395,10488.3987169399,11716.0468867633,12252.968758012
1.A.2. Manufacturing industries and construction,WAM,ETS,5765.7,5788.5,5811.2,5833.9,5856.7,5918.1,5979.6,6041.0,6102.5,6163.9,6240.6,6317.4,6394.1,6470.8,6547.5,6576.5,6605.4,6634.4,6663.4,6692.3,6849.52,7006.74,7163.96,7321.18,7478.4,7547.66,7616.92,7686.18,7755.44,7824.7,5765.72003067819,5788.45429804078,5811.18856540337,5833.92283276596,5856.65710012855,5918.11338142402,5979.56966271949,6041.02594401495,6102.48222531042,6163.93850660589,6240.64708305533,6317.35565950477,6394.06423595421,6470.77281240365,6547.48138885309,6576.45095294516,6605.42051703723,6634.3900811293,6663.35964522137,6692.32920931343,7478.37402185903,7824.68819380623
1.A.2. Manufacturing industries and construction,WAM,Total,14834.7,14889.0,14943.2,14997.5,15051.7,15209.0,15366.3,15523.6,15680.9,15838.3,16033.3,16228.4,16423.5,16618.6,16813.6,16887.1,16960.5,17033.9,17107.3,17180.7,17583.44,17986.18,18388.92,18791.66,19194.4,19371.06,19547.72,19724.38,19901.04,20077.7,14834.6904177687,14888.9507756468,14943.211133525,14997.4714914032,15051.7318492814,15209.0363107221,15366.3407721628,15523.6452336036,15680.9496950443,15838.254156485,16033.3324921461,16228.4108278073,16423.4891634684,16618.5674991296,16813.6458347907,16887.0622530832,16960.4786713758,17033.8950896683,17107.3115079608,17180.7279262533,19194.4209086224,20077.6569518182
1.A.2. Manufacturing industries and construction,WEM,ESR,9116.5,9195.6,9274.7,9353.8,9432.9,9532.8,9632.6,9732.5,9832.3,9932.2,10071.0,10209.9,10348.7,10487.5,10626.4,10727.4,10828.4,10929.5,11030.5,11131.5,11296.88,11462.26,11627.64,11793.02,11958.4,12050.24,12142.08,12233.92,12325.76,12417.6,9116.54136689014,9195.6384372054,9274.73550752066,9353.83257783593,9432.92964815119,9532.77930826019,9632.62896836919,9732.47862847819,9832.32828858719,9932.17794869619,10071.0194365615,10209.8609244269,10348.7024122922,10487.5439001576,10626.385388023,10727.4106323281,10828.4358766332,10929.4611209383,11030.4863652434,11131.5116095485,11958.4156667886,12417.5503439304
1.A.2. Manufacturing industries and construction,WEM,ETS,5794.9,5846.9,5898.8,5950.8,6002.7,6067.8,6132.9,6198.1,6263.2,6328.3,6417.3,6506.4,6595.4,6684.5,6773.5,6838.5,6903.4,6968.4,7033.3,7098.2,7204.58,7310.96,7417.34,7523.72,7630.1,7689.56,7749.02,7808.48,7867.94,7927.4,5794.92903717571,5846.87231103581,5898.81558489592,5950.75885875602,6002.70213261612,6067.81971622385,6132.93729983158,6198.0548834393,6263.17246704703,6328.29005065476,6417.33914944879,6506.38824824283,6595.43734703687,6684.48644583091,6773.53554462494,6838.47535934239,6903.41517405983,6968.35498877728,7033.29480349472,7098.23461821216,7630.06341559029,7927.41067942134
1.A.2. Manufacturing industries and construction,WEM,Total,14911.5,15042.5,15173.6,15304.6,15435.6,15600.6,15765.6,15930.5,16095.5,16260.5,16488.4,16716.2,16944.1,17172.0,17399.9,17565.9,17731.9,17897.8,18063.8,18229.7,18501.46,18773.22,19044.98,19316.74,19588.5,19739.8,19891.1,20042.4,20193.7,20345.0,14911.4704040658,15042.5107482412,15173.5510924166,15304.5914365919,15435.6317807673,15600.599024484,15765.5662682008,15930.5335119175,16095.5007556342,16260.467999351,16488.3585860103,16716.2491726697,16944.1397593291,17172.0303459885,17399.9209326479,17565.8859916705,17731.851050693,17897.8161097156,18063.7811687381,18229.7462277607,19588.4790823789,20344.9610233518
1.A.2. Manufacturing industries and construction,WOM,Total,16026.7,16026.7,16026.6,16026.6,16026.6,16225.6,16424.6,16623.5,16822.5,17021.5,17249.6,17477.6,17705.7,17933.7,18161.8,18328.1,18494.5,18660.9,18827.3,18993.7,19266.22,19538.74,19811.26,20083.78,20356.3,20460.86,20565.42,20669.98,20774.54,20879.1,16026.6925656798,16026.6643299333,16026.6360941869,16026.6078584405,16026.5796226941,16225.5676981553,16424.5557736164,16623.5438490776,16822.5319245388,17021.52,17249.566,17477.612,17705.658,17933.704,18161.75,18328.134,18494.518,18660.902,18827.286,18993.67,20356.29,20879.13
1.A.3. Transport,WAM,ESR,18894.3,19526.7,20159.1,20791.4,21423.8,21807.9,22192.1,22576.2,22960.4,23344.5,23669.0,23993.6,24318.1,24642.6,24967.1,25127.3,25287.6,25447.8,25608.1,25768.3,26470.14,27171.98,27873.82,28575.66,29277.5,29618.26,29959.02,30299.78,30640.54,30981.3,18894.3238332789,19526.6887197669,20159.053606255,20791.418492743,21423.7833792311,21807.9330765314,22192.0827738317,22576.2324711321,22960.3821684324,23344.5318657327,23669.0458939618,23993.5599221908,24318.0739504198,24642.5879786489,24967.1020068779,25127.3408032181,25287.5795995583,25447.8183958985,25608.0571922387,25768.2959885789,29277.4535454811,30981.2581867689
1.A.3. Transport,WAM,Total,19022.6,19667.5,20312.5,20957.4,21602.4,21992.3,22382.1,22772.0,23161.9,23551.7,23883.4,24215.0,24546.6,24878.3,25209.9,25383.0,25556.1,25729.1,25902.2,26075.3,26779.96,27484.62,28189.28,28893.94,29598.6,29943.62,30288.64,30633.66,30978.68,31323.7,19022.5564787468,19667.5132038679,20312.469928989,20957.42665411,21602.3833792311,21992.2530765314,22382.1227738317,22771.9924711321,23161.8621684324,23551.7318657327,23883.3658939618,24214.9999221908,24546.6339504198,24878.2679786489,25209.9020068779,25382.9808032181,25556.0595995583,25729.1383958985,25902.2171922387,26075.2959885789,29598.6035454811,31323.7081867689
1.A.3. Transport,WEM,ESR,19034.9,19807.8,20580.8,21353.7,22126.6,22534.4,22942.2,23349.9,23757.7,24165.5,24612.9,25060.4,25507.9,25955.4,26402.9,26853.8,27304.8,27755.7,28206.7,28657.6,29604.82,30552.04,31499.26,32446.48,33393.7,33640.22,33886.74,34133.26,34379.78,34626.3,19034.8923569065,19807.8257670222,20580.7591771379,21353.6925872537,22126.6259973694,22534.3921712499,22942.1583451304,23349.9245190109,23757.6906928915,24165.456866772,24612.9438087272,25060.4307506825,25507.9176926377,25955.4046345929,26402.8915765482,26853.8341941159,27304.7768116835,27755.7194292512,28206.6620468189,28657.6046643865,33393.7214796978,34626.3401006019
1.A.3. Transport,WEM,Total,19168.9,19960.1,20751.4,21542.6,22333.9,22748.8,23163.7,23578.7,23993.6,24408.5,24863.1,25317.8,25772.4,26227.0,26681.7,27138.3,27595.0,28051.6,28508.3,28965.0,29917.94,30870.88,31823.82,32776.76,33729.7,33981.94,34234.18,34486.42,34738.66,34990.9,19168.8585023745,19960.1172511232,20751.3759998719,21542.6347486206,22333.8934973694,22748.8126712499,23163.7318451304,23578.6510190109,23993.5701928915,24408.489366772,24863.1233087272,25317.7572506825,25772.3911926377,26227.0251345929,26681.6590765482,27138.3186941159,27594.9783116835,28051.6379292512,28508.2975468189,28964.9571643865,33729.6589796978,34990.8626006019
1.A.3. Transport,WOM,Total,21090.3,21558.5,22026.8,22495.1,22963.4,23682.1,24400.8,25119.6,25838.3,26557.0,27449.5,28341.9,29234.4,30126.8,31019.3,32012.0,33004.8,33997.5,34990.3,35983.0,36027.28,36071.56,36115.84,36160.12,36204.4,36266.14,36327.88,36389.62,36451.36,36513.1,21090.2585284607,21558.5413963456,22026.8242642304,22495.1071321152,22963.39,23682.112,24400.834,25119.556,25838.278,26557.0,27449.458,28341.916,29234.374,30126.832,31019.29,32012.038,33004.786,33997.534,34990.282,35983.03,36204.370468126,36513.1268390846
1.A.3.a. Domestic aviation,WAM,ESR,1.0,1.1,1.2,1.3,1.4,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.52,2.54,2.56,2.58,2.6,2.64,2.68,2.72,2.76,2.8,1.03241995296699,1.13369375036132,1.23496754775564,1.33624134514997,1.4375151425443,1.48361898062904,1.52972281871377,1.57582665679851,1.62193049488325,1.66803433296798,1.72501817105316,1.78200200913834,1.83898584722352,1.89596968530869,1.95295352339387,2.05604119956379,2.1591288757337,2.26221655190361,2.36530422807353,2.46839190424344,2.58042170185157,2.75008129706562
1.A.3.a. Domestic aviation,WAM,Total,129.3,142.0,154.7,167.3,180.0,185.8,191.6,197.3,203.1,208.9,216.0,223.2,230.4,237.6,244.8,257.7,270.6,283.6,296.5,309.5,312.34,315.18,318.02,320.86,323.7,328.0,332.3,336.6,340.9,345.2,129.265065420935,141.958177851337,154.65129028174,167.344402712142,180.037515142544,185.803618980629,191.569722818714,197.335826656799,203.101930494883,208.868034332968,216.045018171053,223.222002009138,230.398985847224,237.575969685309,244.752953523394,257.696041199564,270.639128875734,283.582216551904,296.525304228074,309.468391904243,323.730421701852,345.200081297066
1.A.3.a. Domestic aviation,WEM,ESR,1.1,1.2,1.4,1.5,1.7,1.7,1.8,1.8,1.9,2.0,2.0,2.1,2.1,2.2,2.2,2.3,2.3,2.4,2.4,2.5,2.54,2.58,2.62,2.66,2.7,2.74,2.78,2.82,2.86,2.9,1.07881447283606,1.22648279009946,1.37415110736286,1.52181942462625,1.66948774188965,1.72718213544765,1.78487652900564,1.84257092256364,1.90026531612163,1.95795970967963,2.01552491133347,2.07309011298732,2.13065531464116,2.18822051629501,2.24578571794886,2.29182496008152,2.33786420221418,2.38390344434684,2.42994268647951,2.47598192861217,2.70617813927548,2.93637434993879
