Category,Scenario,Gas,Gapfilled 2021,Gapfilled 2022,Gapfilled 2023,Gapfilled 2024,Gapfilled 2025,Gapfilled 2026,Gapfilled 2027,Gapfilled 2028,Gapfilled 2029,Gapfilled 2030,Gapfilled 2031,Gapfilled 2032,Gapfilled 2033,Gapfilled 2034,Gapfilled 2035,Gapfilled 2036,Gapfilled 2037,Gapfilled 2038,Gapfilled 2039,Gapfilled 2040,Gapfilled 2041,Gapfilled 2042,Gapfilled 2043,Gapfilled 2044,Gapfilled 2045,Gapfilled 2046,Gapfilled 2047,Gapfilled 2048,Gapfilled 2049,Gapfilled 2050,Reported Value 2021,Reported Value 2022,Reported Value 2023,Reported Value 2024,Reported Value 2025,Reported Value 2026,Reported Value 2027,Reported Value 2028,Reported Value 2029,Reported Value 2030,Reported Value 2031,Reported Value 2032,Reported Value 2033,Reported Value 2034,Reported Value 2035,Reported Value 2036,Reported Value 2037,Reported Value 2038,Reported Value 2039,Reported Value 2040,Reported Value 2045,Reported Value 2050
1.A.3.a. Domestic aviation,WEM,Total,135.0,153.5,172.0,190.5,208.9,216.1,223.4,230.6,237.8,245.0,252.2,259.4,266.6,273.8,281.0,286.8,292.5,298.3,304.1,309.8,315.56,321.32,327.08,332.84,338.6,344.38,350.16,355.94,361.72,367.5,135.044959940804,153.517966891075,171.990973841347,190.463980791618,208.93698774189,216.147682135448,223.358376529006,230.569070922564,237.779765316122,244.99045970968,252.195024911334,259.399590112987,266.604155314641,273.808720516295,281.013285717949,286.776324960082,292.539364202214,298.302403444347,304.06544268648,309.828481928612,338.643678139276,367.458874349939
1.A.3.a. Domestic aviation,WOM,Total,291.7,304.4,317.1,329.9,342.6,352.9,363.1,373.4,383.7,394.0,407.2,420.4,433.6,446.8,460.0,474.7,489.3,503.9,518.5,533.2,533.32,533.44,533.56,533.68,533.8,533.86,533.92,533.98,534.04,534.1,291.693536046398,304.413991853574,317.13444766075,329.854903467927,342.575359275103,352.852544565233,363.129729855363,373.406915145492,383.684100435622,393.961285725752,407.177579126416,420.39387252708,433.610165927745,446.826459328409,460.042752729073,474.669408701932,489.296064674791,503.92272064765,518.549376620509,533.176032593368,533.819443825786,534.127162241291
1.A.3.b. Road transportation,WAM,ESR,18354.6,18985.9,19617.2,20248.5,20879.8,21233.6,21587.3,21941.1,22294.8,22648.6,22946.6,23244.6,23542.6,23840.6,24138.6,24272.5,24406.3,24540.2,24674.0,24807.9,25483.82,26159.74,26835.66,27511.58,28187.5,28505.4,28823.3,29141.2,29459.1,29777.0,18354.6156956152,18985.9139808621,19617.2122661091,20248.5105513561,20879.808836603,21233.5669791277,21587.3251216523,21941.083264177,22294.8414067016,22648.5995492263,22946.6008861783,23244.6022231304,23542.6035600824,23840.6048970344,24138.6062339864,24272.4559115964,24406.3055892064,24540.1552668164,24674.0049444264,24807.8546220364,28187.5343595211,29776.960697468
1.A.3.b. Road transportation,WAM,Total,18354.6,18985.9,19617.2,20248.5,20879.8,21233.6,21587.3,21941.1,22294.8,22648.6,22946.6,23244.6,23542.6,23840.6,24138.6,24272.5,24406.3,24540.2,24674.0,24807.9,25483.82,26159.74,26835.66,27511.58,28187.5,28505.4,28823.3,29141.2,29459.1,29777.0,18354.6156956152,18985.9139808621,19617.2122661091,20248.5105513561,20879.808836603,21233.5669791277,21587.3251216523,21941.083264177,22294.8414067016,22648.5995492263,22946.6008861783,23244.6022231304,23542.6035600824,23840.6048970344,24138.6062339864,24272.4559115964,24406.3055892064,24540.1552668164,24674.0049444264,24807.8546220364,28187.5343595211,29776.960697468
1.A.3.b. Road transportation,WEM,ESR,18423.6,19123.8,19824.0,20524.3,21224.5,21569.0,21913.4,22257.8,22602.3,22946.7,23348.4,23750.1,24151.8,24553.5,24955.1,25351.5,25747.8,26144.2,26540.5,26936.9,27837.0,28737.1,29637.2,30537.3,31437.4,31633.56,31829.72,32025.88,32222.04,32418.2,18423.5575702518,19123.7977301353,19824.0378900189,20524.2780499024,21224.518209786,21568.9619625051,21913.4057152243,22257.8494679434,22602.2932206626,22946.7369733818,23348.4156618565,23750.0943503313,24151.7730388061,24553.4517272809,24955.1304157557,25351.4807665579,25747.8311173601,26144.1814681624,26540.5318189646,26936.8821697668,31437.3609474734,32418.1603307728
1.A.3.b. Road transportation,WEM,Total,18423.6,19123.8,19824.0,20524.3,21224.5,21569.0,21913.4,22257.8,22602.3,22946.7,23348.4,23750.1,24151.8,24553.5,24955.1,25351.5,25747.8,26144.2,26540.5,26936.9,27837.0,28737.1,29637.2,30537.3,31437.4,31633.56,31829.72,32025.88,32222.04,32418.2,18423.5575702518,19123.7977301353,19824.0378900189,20524.2780499024,21224.518209786,21568.9619625051,21913.4057152243,22257.8494679434,22602.2932206626,22946.7369733818,23348.4156618565,23750.0943503313,24151.7730388061,24553.4517272809,24955.1304157557,25351.4807665579,25747.8311173601,26144.1814681624,26540.5318189646,26936.8821697668,31437.3609474734,32418.1603307728
1.A.3.b. Road transportation,WOM,Total,19968.6,20348.5,20728.4,21108.3,21488.2,22132.9,22777.6,23422.3,24067.0,24711.6,25539.7,26367.8,27195.8,28023.9,28851.9,29768.8,30685.7,31602.5,32519.4,33436.3,33446.14,33455.98,33465.82,33475.66,33485.5,33490.2,33494.9,33499.6,33504.3,33509.0,19968.6110791938,20348.5046221677,20728.3981651417,21108.2917081156,21488.1852510895,22132.8777780137,22777.5703049379,23422.2628318621,24066.9553587863,24711.6478857105,25539.7021321579,26367.7563786054,27195.8106250529,28023.8648715003,28851.9191179478,29768.7898023469,30685.660486746,31602.531171145,32519.4018555441,33436.2725399431,33485.4571445131,33508.980216264
1.A.3.c. Railways,WAM,ESR,391.6,388.4,385.2,382.0,378.8,399.4,420.1,440.7,461.3,482.0,499.7,517.4,535.1,552.9,570.6,588.2,605.7,623.3,640.8,658.4,675.96,693.52,711.08,728.64,746.2,763.74,781.28,798.82,816.36,833.9,391.603050963565,388.401860822714,385.200670681863,381.999480541012,378.798290400161,399.429475624735,420.06066084931,440.691846073884,461.323031298458,481.954216523032,499.682823396922,517.411430270811,535.140037144701,552.86864401859,570.597250892479,588.154089381479,605.710927870478,623.267766359477,640.824604848477,658.381443337476,746.165635782473,833.94982822747
1.A.3.c. Railways,WAM,Total,391.6,388.4,385.2,382.0,378.8,399.4,420.1,440.7,461.3,482.0,499.7,517.4,535.1,552.9,570.6,588.2,605.7,623.3,640.8,658.4,675.96,693.52,711.08,728.64,746.2,763.74,781.28,798.82,816.36,833.9,391.603050963565,388.401860822714,385.200670681863,381.999480541012,378.798290400161,399.429475624735,420.06066084931,440.691846073884,461.323031298458,481.954216523032,499.682823396922,517.411430270811,535.140037144701,552.86864401859,570.597250892479,588.154089381479,605.710927870478,623.267766359477,640.824604848477,658.381443337476,746.165635782473,833.94982822747
1.A.3.c. Railways,WEM,ESR,447.5,500.2,553.0,605.7,658.4,711.1,763.7,816.4,869.1,921.7,956.8,992.0,1027.1,1062.2,1097.3,1141.2,1185.1,1229.0,1272.9,1316.8,1351.9,1387.0,1422.1,1457.2,1492.3,1527.42,1562.54,1597.66,1632.78,1667.9,447.519681551028,500.23512199764,552.950562444252,605.666002890864,658.381443337476,711.051958804474,763.722474271472,816.39298973847,869.063505205468,921.734020672466,956.847697650465,991.961374628464,1027.07505160646,1062.18872858446,1097.30240556246,1141.19450178496,1185.08659800746,1228.97869422996,1272.87079045245,1316.76288667495,1492.33127156495,1667.89965645494
1.A.3.c. Railways,WEM,Total,447.5,500.2,553.0,605.7,658.4,711.1,763.7,816.4,869.1,921.7,956.8,992.0,1027.1,1062.2,1097.3,1141.2,1185.1,1229.0,1272.9,1316.8,1351.9,1387.0,1422.1,1457.2,1492.3,1527.42,1562.54,1597.66,1632.78,1667.9,447.519681551028,500.23512199764,552.950562444252,605.666002890864,658.381443337476,711.051958804474,763.722474271472,816.39298973847,869.063505205468,921.734020672466,956.847697650465,991.961374628464,1027.07505160646,1062.18872858446,1097.30240556246,1141.19450178496,1185.08659800746,1228.97869422996,1272.87079045245,1316.76288667495,1492.33127156495,1667.89965645494
1.A.3.c. Railways,WOM,Total,454.6,514.0,573.4,632.8,692.2,742.7,793.2,843.8,894.3,944.8,979.0,1013.2,1047.4,1081.5,1115.7,1158.2,1200.6,1243.0,1285.5,1327.9,1362.08,1396.26,1430.44,1464.62,1498.8,1535.72,1572.64,1609.56,1646.48,1683.4,454.626856043441,514.01169172449,573.396527405539,632.781363086587,692.166198767636,742.69716567177,793.228132575903,843.759099480037,894.29006638417,944.821033288304,979.00116632155,1013.1812993548,1047.36143238804,1081.54156542129,1115.72169845453,1158.15490331649,1200.58810817845,1243.02131304041,1285.45451790237,1327.88772276433,1498.76975182659,1683.39698675706
1.A.3.d. Domestic navigation,WAM,ESR,142.6,146.7,150.8,155.0,159.1,168.5,177.8,187.2,196.5,205.9,214.4,222.9,231.5,240.0,248.5,256.9,265.3,273.6,282.0,290.4,298.4,306.4,314.4,322.4,330.4,335.18,339.96,344.74,349.52,354.3,142.551082396505,146.695316797379,150.839551198253,154.983785599127,159.128020000001,168.478876000001,177.829732000002,187.180588000002,196.531444000002,205.882300000002,214.406976000002,222.931652000002,231.456328000002,239.981004000003,248.505680000003,256.885664000003,265.265648000003,273.645632000003,282.025616000003,290.405600000003,330.430600000005,354.274400000006
1.A.3.d. Domestic navigation,WAM,Total,142.6,146.7,150.8,155.0,159.1,168.5,177.8,187.2,196.5,205.9,214.4,222.9,231.5,240.0,248.5,256.9,265.3,273.6,282.0,290.4,298.4,306.4,314.4,322.4,330.4,335.18,339.96,344.74,349.52,354.3,142.551082396505,146.695316797379,150.839551198253,154.983785599127,159.128020000001,168.478876000001,177.829732000002,187.180588000002,196.531444000002,205.882300000002,214.406976000002,222.931652000002,231.456328000002,239.981004000003,248.505680000003,256.885664000003,265.265648000003,273.645632000003,282.025616000003,290.405600000003,330.430600000005,354.274400000006
1.A.3.d. Domestic navigation,WEM,ESR,146.3,154.2,162.0,169.9,177.8,185.8,193.8,201.8,209.8,217.8,225.9,234.0,242.0,250.1,258.1,266.2,274.3,282.3,290.4,298.5,306.42,314.34,322.26,330.18,338.1,349.26,360.42,371.58,382.74,393.9,146.281318396505,154.155788797379,162.030259198253,169.904729599127,177.779200000001,185.792760000001,193.806320000002,201.819880000002,209.833440000002,217.847000000002,225.903360000003,233.959720000003,242.016080000003,250.072440000003,258.128800000003,266.202280000003,274.275760000003,282.349240000003,290.422720000003,298.496200000004,338.093200000006,393.871400000009
1.A.3.d. Domestic navigation,WEM,Total,146.3,154.2,162.0,169.9,177.8,185.8,193.8,201.8,209.8,217.8,225.9,234.0,242.0,250.1,258.1,266.2,274.3,282.3,290.4,298.5,306.42,314.34,322.26,330.18,338.1,349.26,360.42,371.58,382.74,393.9,146.281318396505,154.155788797379,162.030259198253,169.904729599127,177.779200000001,185.792760000001,193.806320000002,201.819880000002,209.833440000002,217.847000000002,225.903360000003,233.959720000003,242.016080000003,250.072440000003,258.128800000003,266.202280000003,274.275760000003,282.349240000003,290.422720000003,298.496200000004,338.093200000006,393.871400000009
1.A.3.d. Domestic navigation,WOM,Total,199.6,208.3,216.9,225.6,234.2,241.2,248.3,255.3,262.3,269.3,278.4,287.4,296.5,305.5,314.5,324.5,334.5,344.5,354.5,364.5,364.58,364.66,364.74,364.82,364.9,384.94,404.98,425.02,445.06,465.1,199.626541654455,208.270888366691,216.915235078928,225.559581791164,234.203928503401,241.231661411391,248.259394319381,255.287127227372,262.314860135362,269.342593043353,278.379149908732,287.415706774112,296.452263639492,305.488820504871,314.525377370251,324.526166646276,334.526955922302,344.527745198328,354.528534474353,364.529323750379,364.945912421511,465.141989566275
1.A.3.e. Other transportation,WAM,ESR,4.5,4.5,4.6,4.6,4.6,5.0,5.3,5.7,6.1,6.4,6.6,6.8,7.0,7.2,7.4,7.8,8.1,8.5,8.8,9.2,9.5,9.8,10.1,10.4,10.7,11.22,11.74,12.26,12.78,13.3,4.52158435063936,4.5438675343204,4.56615071800143,4.58843390168247,4.6107170853635,4.97412679837165,5.33753651137981,5.70094622438796,6.06435593739612,6.42776565040427,6.63019021544457,6.83261478048487,7.03503934552516,7.23746391056546,7.43988847560576,7.7890970406461,8.13830560568644,8.48751417072677,8.83672273576711,9.18593130080745,10.7425284756067,13.3231797764122
1.A.3.e. Other transportation,WAM,Total,4.5,4.5,4.6,4.6,4.6,5.0,5.3,5.7,6.1,6.4,6.6,6.8,7.0,7.2,7.4,7.8,8.1,8.5,8.8,9.2,9.5,9.8,10.1,10.4,10.7,11.22,11.74,12.26,12.78,13.3,4.52158435063936,4.5438675343204,4.56615071800143,4.58843390168247,4.6107170853635,4.97412679837165,5.33753651137981,5.70094622438796,6.06435593739612,6.42776565040427,6.63019021544457,6.83261478048487,7.03503934552516,7.23746391056546,7.43988847560576,7.7890970406461,8.13830560568644,8.48751417072677,8.83672273576711,9.18593130080745,10.7425284756067,13.3231797764122
1.A.3.e. Other transportation,WEM,ESR,16.5,28.4,40.4,52.3,64.3,66.9,69.4,72.0,74.6,77.2,79.8,82.3,84.9,87.5,90.1,92.7,95.2,97.8,100.4,103.0,107.04,111.08,115.12,119.16,123.2,127.26,131.32,135.38,139.44,143.5,16.4549722343752,28.4106433017921,40.366314369209,52.3219854366259,64.2776565040427,66.8583078048482,69.4389591056537,72.0196104064592,74.6002617072647,77.1809130080702,79.7615643088757,82.3422156096811,84.9228669104866,87.5035182112921,90.0841695120976,92.6648208129031,95.2454721137086,97.826123414514,100.40677471532,102.987426016125,123.229882520155,143.472339024184
1.A.3.e. Other transportation,WEM,Total,16.5,28.4,40.4,52.3,64.3,66.9,69.4,72.0,74.6,77.2,79.8,82.3,84.9,87.5,90.1,92.7,95.2,97.8,100.4,103.0,107.04,111.08,115.12,119.16,123.2,127.26,131.32,135.38,139.44,143.5,16.4549722343752,28.4106433017921,40.366314369209,52.3219854366259,64.2776565040427,66.8583078048482,69.4389591056537,72.0196104064592,74.6002617072647,77.1809130080702,79.7615643088757,82.3422156096811,84.9228669104866,87.5035182112921,90.0841695120976,92.6648208129031,95.2454721137086,97.826123414514,100.40677471532,102.987426016125,123.229882520155,143.472339024184
1.A.3.e. Other transportation,WOM,Total,175.7,183.3,191.0,198.6,206.3,212.5,218.6,224.8,231.0,237.2,245.2,253.2,261.1,269.1,277.1,285.9,294.7,303.5,312.3,321.2,321.24,321.28,321.32,321.36,321.4,321.42,321.44,321.46,321.48,321.5,175.700515522644,183.340202233067,190.97988894349,198.619575653913,206.259262364336,212.452850337896,218.646438311457,224.840026285017,231.033614258577,237.227202232137,245.197972485371,253.168742738605,261.139512991839,269.110283245074,277.081053498308,285.897718988401,294.714384478493,303.531049968586,312.347715458678,321.164380948771,321.378215538992,321.480484256055
1.A.4. Other sectors,WAM,ESR,12167.0,12162.7,12158.5,12154.2,12150.0,12190.2,12230.4,12270.6,12310.8,12351.0,12364.0,12377.1,12390.1,12403.1,12416.1,12410.6,12405.1,12399.6,12394.1,12388.6,12517.96,12647.32,12776.68,12906.04,13035.4,13089.38,13143.36,13197.34,13251.32,13305.3,12166.9932141402,12162.7408478395,12158.4884815389,12154.2361152382,12149.9837489376,12190.1901176332,12230.3964863289,12270.6028550246,12310.8092237202,12351.0155924159,12364.0407008695,12377.065809323,12390.0909177766,12403.1160262301,12416.1411346837,12410.6312881847,12405.1214416857,12399.6115951867,12394.1017486877,12388.5919021887,13035.4412242071,13305.2683915655
1.A.4. Other sectors,WAM,Total,12167.0,12162.7,12158.5,12154.2,12150.0,12190.2,12230.4,12270.6,12310.8,12351.0,12364.0,12377.1,12390.1,12403.1,12416.1,12410.6,12405.1,12399.6,12394.1,12388.6,12517.96,12647.32,12776.68,12906.04,13035.4,13089.38,13143.36,13197.34,13251.32,13305.3,12166.9932141402,12162.7408478395,12158.4884815389,12154.2361152382,12149.9837489376,12190.1901176332,12230.3964863289,12270.6028550246,12310.8092237202,12351.0155924159,12364.0407008695,12377.065809323,12390.0909177766,12403.1160262301,12416.1411346837,12410.6312881847,12405.1214416857,12399.6115951867,12394.1017486877,12388.5919021887,13035.4412242071,13305.2683915655
1.A.4. Other sectors,WEM,ESR,12200.6,12230.0,12259.3,12288.7,12318.1,12355.7,12393.2,12430.8,12468.4,12506.0,12564.6,12623.2,12681.8,12740.4,12799.0,12865.2,12931.3,12997.5,13063.7,13129.9,13333.8,13537.7,13741.6,13945.5,14149.4,14266.76,14384.12,14501.48,14618.84,14736.2,12200.6104294153,12229.9752783898,12259.3401273642,12288.7049763387,12318.0698253131,12355.6574048961,12393.244984479,12430.8325640619,12468.4201436449,12506.0077232278,12564.6030330712,12623.1983429146,12681.7936527579,12740.3889626013,12798.9842724447,12865.1656784138,12931.3470843829,12997.5284903521,13063.7098963212,13129.8913022904,14149.4133566147,14736.1525601032
1.A.4. Other sectors,WEM,Total,12200.6,12230.0,12259.3,12288.7,12318.1,12355.7,12393.2,12430.8,12468.4,12506.0,12564.6,12623.2,12681.8,12740.4,12799.0,12865.2,12931.3,12997.5,13063.7,13129.9,13333.8,13537.7,13741.6,13945.5,14149.4,14266.76,14384.12,14501.48,14618.84,14736.2,12200.6104294153,12229.9752783898,12259.3401273642,12288.7049763387,12318.0698253131,12355.6574048961,12393.244984479,12430.8325640619,12468.4201436449,12506.0077232278,12564.6030330712,12623.1983429146,12681.7936527579,12740.3889626013,12798.9842724447,12865.1656784138,12931.3470843829,12997.5284903521,13063.7098963212,13129.8913022904,14149.4133566147,14736.1525601032
1.A.4. Other sectors,WOM,Total,14275.2,14428.8,14582.4,14736.0,14889.6,15079.5,15269.3,15459.2,15649.0,15838.9,16048.4,16257.8,16467.3,16676.8,16886.2,17117.0,17347.8,17578.6,17809.4,18040.2,18354.62,18669.04,18983.46,19297.88,19612.3,19827.92,20043.54,20259.16,20474.78,20690.4,14275.1654719589,14428.7811039692,14582.3967359794,14736.0123679897,14889.628,15079.4789,15269.3298,15459.1807,15649.0316,15838.8825,16048.3558,16257.8291,16467.3024,16676.7757,16886.249,17117.0487,17347.8484,17578.6481,17809.4478,18040.2475,19612.2765,20690.3605
1.A.5. Other,WAM,ESR,646.6,643.3,639.9,636.6,633.3,639.7,646.1,652.6,659.0,665.4,672.2,678.9,685.7,692.5,699.2,706.4,713.5,720.7,727.9,735.0,735.0,735.0,735.0,735.0,735.0,735.0,735.0,735.0,735.0,735.0,646.641794352929,643.293845764697,639.945897176464,636.597948588232,633.25,639.684,646.118,652.552,658.986,665.42,672.18,678.94,685.7,692.46,699.22,706.379,713.538,720.697,727.856,735.015,735.015,735.015
1.A.5. Other,WAM,Total,646.6,643.3,639.9,636.6,633.3,639.7,646.1,652.6,659.0,665.4,672.2,678.9,685.7,692.5,699.2,706.4,713.5,720.7,727.9,735.0,735.0,735.0,735.0,735.0,735.0,735.0,735.0,735.0,735.0,735.0,646.641794352929,643.293845764697,639.945897176464,636.597948588232,633.25,639.684,646.118,652.552,658.986,665.42,672.18,678.94,685.7,692.46,699.22,706.379,713.538,720.697,727.856,735.015,735.015,735.015
1.A.5. Other,WEM,ESR,646.6,643.3,639.9,636.6,633.3,639.7,646.1,652.6,659.0,665.4,672.2,678.9,685.7,692.5,699.2,706.4,713.5,720.7,727.9,735.0,735.08,735.16,735.24,735.32,735.4,735.48,735.56,735.64,735.72,735.8,646.641794352929,643.293845764697,639.945897176464,636.597948588232,633.25,639.684,646.118,652.552,658.986,665.42,672.18,678.94,685.7,692.46,699.22,706.379,713.538,720.697,727.856,735.015,735.4125,735.81
1.A.5. Other,WEM,Total,646.6,643.3,639.9,636.6,633.3,639.7,646.1,652.6,659.0,665.4,672.2,678.9,685.7,692.5,699.2,706.4,713.5,720.7,727.9,735.0,735.08,735.16,735.24,735.32,735.4,735.48,735.56,735.64,735.72,735.8,646.641794352929,643.293845764697,639.945897176464,636.597948588232,633.25,639.684,646.118,652.552,658.986,665.42,672.18,678.94,685.7,692.46,699.22,706.379,713.538,720.697,727.856,735.015,735.4125,735.81
1.A.5. Other,WOM,Total,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.1,1242.10699481529,1242.10699481529,1242.10699481529,1242.10699481529,1242.10699481529,1242.10699481529,1242.10699481529,1242.10699481529,1242.10699481529,1242.10699481529,1242.10699481529,1242.10699481529,1242.10699481529,1242.10699481529,1242.10699481529,1242.10699481529,1242.10699481529,1242.10699481529,1242.10699481529,1242.10699481529,1242.10699481529,1242.10699481529
1.B. Fugitive emissions from fuels,WAM,ESR,9442.7,9366.0,9289.2,9212.5,9135.8,9063.7,8991.7,8919.6,8847.5,8775.4,8756.8,8738.2,8719.6,8701.0,8682.4,8580.5,8478.5,8376.6,8274.7,8172.8,6741.86,5310.92,3879.98,2449.04,1018.1,1028.46,1038.82,1049.18,1059.54,1069.9,9442.68118935754,9365.96339201816,9289.24559467877,9212.52779733939,9135.81,9063.736,8991.662,8919.588,8847.514,8775.44,8756.832,8738.224,8719.616,8701.008,8682.4,8580.474,8478.548,8376.622,8274.696,8172.77,1018.06,1069.9
