Category,Scenario,Gas,Gapfilled 2021,Gapfilled 2022,Gapfilled 2023,Gapfilled 2024,Gapfilled 2025,Gapfilled 2026,Gapfilled 2027,Gapfilled 2028,Gapfilled 2029,Gapfilled 2030,Gapfilled 2031,Gapfilled 2032,Gapfilled 2033,Gapfilled 2034,Gapfilled 2035,Gapfilled 2036,Gapfilled 2037,Gapfilled 2038,Gapfilled 2039,Gapfilled 2040,Gapfilled 2041,Gapfilled 2042,Gapfilled 2043,Gapfilled 2044,Gapfilled 2045,Gapfilled 2046,Gapfilled 2047,Gapfilled 2048,Gapfilled 2049,Gapfilled 2050,Reported Value 2021,Reported Value 2022,Reported Value 2023,Reported Value 2024,Reported Value 2025,Reported Value 2026,Reported Value 2027,Reported Value 2028,Reported Value 2029,Reported Value 2030,Reported Value 2031,Reported Value 2032,Reported Value 2033,Reported Value 2034,Reported Value 2035,Reported Value 2036,Reported Value 2037,Reported Value 2038,Reported Value 2039,Reported Value 2040,Reported Value 2045,Reported Value 2050
4.D. Wetlands,WOM,Total,773.9,772.8,771.8,770.8,769.9,769.1,768.2,767.4,766.6,765.8,765.0,765.0,765.0,765.0,765.0,764.9,764.9,764.8,764.8,764.7,764.52,764.34,764.16,763.98,763.8,763.58,763.36,763.14,762.92,762.7,773.868615307105,772.761045690099,771.7538126761,770.821166627139,769.922401746877,769.063005982064,768.231156056165,767.417748084382,766.61578212468,765.819885858689,765.025945952969,765.01439456007,764.999273120827,764.978776887669,764.951550884459,764.916587569182,764.873147639988,764.820698753005,764.758868102945,764.687405732746,763.790596738487,762.650647126082
4.E. Settlements,WAM,Total,1614.5,1603.4,1586.9,1577.6,1568.8,1559.6,1550.1,1539.7,1527.5,1518.0,1509.1,1494.7,1480.3,1465.9,1450.6,1435.6,1420.8,1405.7,1390.5,1375.6,1361.38,1347.16,1332.94,1318.72,1304.5,1290.26,1276.02,1261.78,1247.54,1233.3,1614.53981614246,1603.36341702515,1586.87241940242,1577.63022722763,1568.81731639091,1559.57302036365,1550.0853071024,1539.69981058407,1527.47260558222,1517.9626198173,1509.05115790964,1494.71632598123,1480.30350870114,1465.94181840247,1450.62110455051,1435.61750609284,1420.82627099654,1405.65447964742,1390.51368598124,1375.63900206066,1304.47719318233,1233.31538430401
4.E. Settlements,WEM,Total,2159.8,2137.5,2118.8,2099.7,2082.9,2064.9,2049.2,2032.8,2018.6,2003.6,1990.8,1972.8,1956.9,1940.1,1924.1,1907.2,1892.3,1876.3,1862.3,1847.2,1833.64,1820.08,1806.52,1792.96,1779.4,1766.72,1754.04,1741.36,1728.68,1716.0,2159.81457047574,2137.4843015698,2118.82267421381,2099.70464613639,2082.92154694991,2064.93343994319,2049.21774597522,2032.79807077432,2018.58185503385,2003.61155009584,1990.79988638158,1972.80301362334,1956.91872982257,1940.07598831047,1924.13871291192,1907.17698479736,1892.25934445417,1876.26097658435,1862.27594731602,1847.15232531212,1779.40088371564,1715.96227146853
4.E. Settlements,WOM,Total,2612.6,2638.1,2664.3,2691.1,2718.4,2745.6,2773.2,2801.3,2829.7,2858.6,2887.8,2913.0,2938.4,2964.2,2989.0,3014.0,3039.3,3064.8,3090.5,3116.4,3142.82,3169.24,3195.66,3222.08,3248.5,3275.12,3301.74,3328.36,3354.98,3381.6,2612.62418228289,2638.12064057694,2664.29263953181,2691.07485603943,2718.39255777565,2745.59263208753,2773.2456935983,2801.30974651045,2829.7469473902,2858.60102247678,2887.78435590487,2912.96974829497,2938.43913398895,2964.17415663914,2988.98993716234,3014.04217407803,3039.31977065342,3064.81385224316,3090.50693012989,3116.39009592981,3248.50755067532,3381.55254258273
4.F. Other Land,WAM,Total,132.8,130.7,128.6,126.5,124.3,122.5,120.6,118.7,116.9,115.0,113.1,111.2,109.4,107.5,105.6,103.8,101.9,100.0,98.2,96.3,94.42,92.54,90.66,88.78,86.9,85.04,83.18,81.32,79.46,77.6,132.814596905227,130.696425468932,128.578254032637,126.460082596342,124.335126988618,122.465425830894,120.595724673171,118.726023515447,116.856322357724,114.9866212,113.116920042277,111.247218884553,109.377517726829,107.507816569106,105.638115411382,103.768414253659,101.898713095935,100.029011938211,98.1593107804879,96.2896096227643,86.9411038341464,77.5925980455285
4.F. Other Land,WEM,Total,61.3,52.2,43.1,34.1,25.0,16.2,7.4,-1.4,-10.2,-19.0,-27.9,-36.7,-45.5,-54.3,-63.1,-71.9,-80.7,-89.5,-98.4,-107.2,-116.0,-124.8,-133.6,-142.4,-151.2,-160.02,-168.84,-177.66,-186.48,-195.3,61.2631597301588,52.2022920156899,43.141424301221,34.0805565867522,25.0129047008547,16.2005072649573,7.38810982905984,-1.42428760683761,-10.2366850427351,-19.0490824786325,-27.8614799145299,-36.6738773504274,-45.4862747863248,-54.2986722222223,-63.1110696581197,-71.9234670940171,-80.7358645299146,-89.5482619658121,-98.3606594017095,-107.173056837607,-151.235044017094,-195.297031196581
4.F. Other Land,WOM,Total,198.0,206.6,209.4,212.0,246.9,206.0,257.4,242.8,242.8,245.8,248.7,283.9,243.0,294.4,279.8,279.8,282.8,285.7,320.9,280.0,288.54,297.08,305.62,314.16,322.7,328.92,335.14,341.36,347.58,353.8,198.043931025843,206.570852879495,209.359907145109,211.964107732,246.875721417724,206.021364413581,257.440718668941,242.760490544867,242.77279942794,245.826510195553,248.690399921922,283.865340440391,243.014749411272,294.436534230891,279.757874795559,279.771196112004,282.825560305184,285.689871753106,320.86508445111,280.01466908695,322.690075350837,353.771584951097
4.G. Harvested wood products,WAM,Total,-3602.8,-3481.3,-3369.9,-3248.9,-3102.4,-2965.1,-2921.9,-2872.9,-2850.4,-2766.3,-2686.2,-2609.4,-2537.8,-2475.3,-2421.8,-2366.8,-2310.9,-2250.5,-2192.9,-2138.0,-2075.16,-2012.32,-1949.48,-1886.64,-1823.8,-1760.96,-1698.12,-1635.28,-1572.44,-1509.6,-3602.81529119159,-3481.27346572573,-3369.87258028035,-3248.90641207938,-3102.42792495795,-2965.14487042031,-2921.85220311401,-2872.87114006548,-2850.41978110634,-2766.32320008946,-2686.18998534844,-2609.38598839919,-2537.79762647237,-2475.31170780406,-2421.82878181134,-2366.83897454371,-2310.90163482836,-2250.54285582966,-2192.946956915,-2137.97847343903,-1823.80611011382,-1509.6337467886
4.G. Harvested wood products,WEM,Total,-2968.4,-2868.7,-2779.3,-2697.6,-2621.9,-2550.8,-2483.4,-2419.0,-2357.3,-2297.8,-2240.2,-2184.5,-2130.4,-2077.8,-2026.6,-1976.8,-1928.4,-1881.2,-1835.2,-1790.3,-1739.56,-1688.82,-1638.08,-1587.34,-1536.6,-1485.86,-1435.12,-1384.38,-1333.64,-1282.9,-2968.40907800481,-2868.74442784031,-2779.32930922932,-2697.63833292594,-2621.87355606254,-2550.75173638485,-2483.35388988571,-2419.01890381734,-2357.26830177825,-2297.75303685486,-2240.21586115587,-2184.46470972018,-2130.35387295766,-2077.77067660462,-2026.62605626462,-1976.84788601704,-1928.37625462026,-1881.16011904288,-1835.15493207843,-1790.32095890236,-1536.6049199261,-1282.88888094985
4.G. Harvested wood products,WOM,Total,-2741.8,-2690.2,-2636.6,-2582.0,-2527.0,-2472.2,-2417.8,-2364.2,-2311.4,-2259.6,-2208.7,-2159.0,-2110.2,-2062.6,-2016.0,-1970.4,-1925.9,-1882.4,-1839.9,-1798.4,-1752.28,-1706.16,-1660.04,-1613.92,-1567.8,-1521.68,-1475.56,-1429.44,-1383.32,-1337.2,-2741.77940570256,-2690.19540042311,-2636.59282000071,-2581.96413842633,-2527.00148439228,-2472.18484864764,-2417.84445000826,-2364.20482893066,-2311.41602067271,-2259.57559248909,-2208.74422086622,-2158.95670101457,-2110.22972661403,-2062.56738591542,-2015.96504319025,-1970.41207857406,-1925.89382079406,-1882.39290929853,-1839.89025302731,-1798.36570407756,-1567.7607598718,-1337.15581566604
5. Waste,WAM,ESR,5815.0,5109.7,4404.4,3699.2,2993.9,2908.0,2822.1,2736.2,2650.2,2564.3,2509.1,2453.8,2398.6,2343.3,2288.1,2250.5,2213.0,2175.4,2137.9,2100.3,2089.32,2078.34,2067.36,2056.38,2045.4,2035.38,2025.36,2015.34,2005.32,1995.3,5814.96719565394,5109.69562608466,4404.42405651537,3699.15248694608,2993.8809173768,2907.97258340144,2822.06424942608,2736.15591545072,2650.24758147536,2564.3392475,2509.0902475,2453.8412475,2398.5922475,2343.3432475,2288.0942475,2250.5382475,2212.9822475,2175.4262475,2137.8702475,2100.3142475,2045.3592475,1995.2942475
5. Waste,WAM,Total,5815.0,5109.7,4404.4,3699.2,2993.9,2908.0,2822.1,2736.2,2650.2,2564.3,2509.1,2453.8,2398.6,2343.3,2288.1,2250.5,2213.0,2175.4,2137.9,2100.3,2089.32,2078.34,2067.36,2056.38,2045.4,2035.38,2025.36,2015.34,2005.32,1995.3,5814.96719565394,5109.69562608466,4404.42405651537,3699.15248694608,2993.8809173768,2907.97258340144,2822.06424942608,2736.15591545072,2650.24758147536,2564.3392475,2509.0902475,2453.8412475,2398.5922475,2343.3432475,2288.0942475,2250.5382475,2212.9822475,2175.4262475,2137.8702475,2100.3142475,2045.3592475,1995.2942475
5. Waste,WEM,ESR,5870.3,5220.4,4570.4,3920.5,3270.5,3200.4,3130.3,3060.2,2990.1,2919.9,2864.5,2809.1,2753.7,2698.3,2642.9,2598.8,2554.7,2510.6,2466.5,2422.3,2405.86,2389.42,2372.98,2356.54,2340.1,2325.2,2310.3,2295.4,2280.5,2265.6,5870.29925500158,5220.35974477994,4570.4202345583,3920.48072433665,3270.54121411501,3200.41933709347,3130.29746007193,3060.17558305039,2990.05370602885,2919.93182900732,2864.52876136273,2809.12569371814,2753.72262607355,2698.31955842897,2642.91649078438,2598.80128053972,2554.68607029506,2510.5708600504,2466.45564980575,2422.34043956109,2340.05034560498,2265.58426104448
5. Waste,WEM,Total,5870.3,5220.4,4570.4,3920.5,3270.5,3200.4,3130.3,3060.2,2990.1,2919.9,2864.5,2809.1,2753.7,2698.3,2642.9,2598.8,2554.7,2510.6,2466.5,2422.3,2405.86,2389.42,2372.98,2356.54,2340.1,2325.2,2310.3,2295.4,2280.5,2265.6,5870.29925500158,5220.35974477994,4570.4202345583,3920.48072433665,3270.54121411501,3200.41933709347,3130.29746007193,3060.17558305039,2990.05370602885,2919.93182900732,2864.52876136273,2809.12569371814,2753.72262607355,2698.31955842897,2642.91649078438,2598.80128053972,2554.68607029506,2510.5708600504,2466.45564980575,2422.34043956109,2340.05034560498,2265.58426104448
5. Waste,WOM,Total,9276.0,9236.2,9196.5,9156.7,9117.0,9080.6,9044.2,9007.9,8971.5,8935.1,8898.8,8862.6,8826.3,8790.0,8753.8,8720.8,8687.8,8654.8,8621.8,8588.8,8559.06,8529.32,8499.58,8469.84,8440.1,8413.64,8387.18,8360.72,8334.26,8307.8,9275.98185632467,9236.23735699205,9196.49285765941,9156.74835832679,9117.00385899416,9080.61980898654,9044.23575897892,9007.85170897131,8971.46765896369,8935.08360895607,8898.81689730707,8862.55018565807,8826.28347400906,8790.01676236006,8753.75005071105,8720.76026408856,8687.77047746606,8654.78069084356,8621.79090422106,8588.80111759857,8440.14937308401,8307.78493193172
IB.Aviation,WAM,Total,247.9,251.6,251.6,251.6,251.6,251.6,251.6,251.6,251.6,361.6,361.6,361.6,361.6,361.6,361.6,476.6,476.6,476.6,476.6,476.6,481.6,486.6,491.6,496.6,501.6,501.6,501.6,501.6,501.6,501.6,,,,,,,,,,,,,,,,,,,,,,
IB.Aviation,WEM,Total,247.9,251.6,251.6,251.6,251.6,251.6,251.6,251.6,251.6,361.6,361.6,361.6,361.6,361.6,361.6,476.6,476.6,476.6,476.6,476.6,481.6,486.6,491.6,496.6,501.6,501.6,501.6,501.6,501.6,501.6,247.943187962827,251.605,251.605,251.605,251.605,251.605,251.605,251.605,251.605,361.605,361.605,361.605,361.605,361.605,361.605,476.605,476.605,476.605,476.605,476.605,501.605,501.605
IB.Aviation,WOM,Total,247.9,251.6,251.6,251.6,251.6,251.6,251.6,251.6,251.6,361.6,361.6,361.6,361.6,361.6,361.6,476.6,476.6,476.6,476.6,476.6,481.6,486.6,491.6,496.6,501.6,501.6,501.6,501.6,501.6,501.6,,,,,,,,,,,,,,,,,,,,,,
IB.Navigation,WAM,Total,104.5,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,115.3,115.3,115.3,115.3,115.3,115.3,135.3,135.3,135.3,135.3,135.3,138.3,141.3,144.3,147.3,150.3,150.3,150.3,150.3,150.3,150.3,,,,,,,,,,,,,,,,,,,,,,
IB.Navigation,WEM,Total,104.5,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,115.3,115.3,115.3,115.3,115.3,115.3,135.3,135.3,135.3,135.3,135.3,138.3,141.3,144.3,147.3,150.3,150.3,150.3,150.3,150.3,150.3,104.482007957938,105.28,105.28,105.28,105.28,105.28,105.28,105.28,105.28,115.28,115.28,115.28,115.28,115.28,115.28,135.28,135.28,135.28,135.28,135.28,150.28,150.28
IB.Navigation,WOM,Total,104.5,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,115.3,115.3,115.3,115.3,115.3,115.3,135.3,135.3,135.3,135.3,135.3,138.3,141.3,144.3,147.3,150.3,150.3,150.3,150.3,150.3,150.3,,,,,,,,,,,,,,,,,,,,,,
Total excluding LULUCF,WAM,ESR,79644.8,79900.7,80156.6,80412.6,80668.5,80875.0,81081.4,81287.8,81494.2,81700.7,82103.4,82506.1,82908.8,83311.5,83714.2,83962.3,84210.3,84458.4,84706.5,84954.6,84498.76,84042.92,83587.08,83131.24,82675.4,83162.7,83650.0,84137.3,84624.6,85111.9,79644.754160991,79900.6988177014,80156.6434744118,80412.5881311221,80668.5327878325,80874.9594342707,81081.3860807089,81287.8127271471,81494.2393735853,81700.6660200235,82103.3708595269,82506.0756990303,82908.7805385338,83311.4853780372,83714.1902175406,83962.2688039608,84210.347390381,84458.4259768012,84706.5045632213,84954.5831496415,82675.350384971,85111.8937050258
Total excluding LULUCF,WAM,ETS,30843.2,29379.8,27916.5,26453.2,24989.9,23520.3,22050.8,20581.2,19111.7,17642.1,17845.8,18049.4,18253.1,18456.7,18660.4,18539.2,18417.9,18296.7,18175.4,18054.2,18085.82,18117.44,18149.06,18180.68,18212.3,18167.26,18122.22,18077.18,18032.14,17987.1,30843.1697201276,29379.8451203721,27916.5205206166,26453.1959208611,24989.8713211056,23520.3181985197,22050.7650759339,20581.211953348,19111.6588307622,17642.1057081763,17845.7661257178,18049.4265432593,18253.0869608008,18456.7473783423,18660.4077958838,18539.1656030434,18417.9234102029,18296.6812173625,18175.439024522,18054.1968316815,18212.2895149378,17987.1139373396
Total excluding LULUCF,WAM,Total,110616.2,109421.4,108226.6,107031.8,105837.0,104579.6,103322.2,102064.8,100807.4,99550.0,100163.5,100776.9,101390.4,102003.9,102617.4,102757.1,102896.8,103036.4,103176.1,103315.8,102894.4,102473.0,102051.6,101630.2,101208.8,101655.34,102101.88,102548.42,102994.96,103441.5,110616.156526587,109421.368422174,108226.580317762,107031.79221335,105837.004108938,104579.59763279,103322.191156643,102064.784680495,100807.378204347,99549.9717281998,100163.456985245,100776.94224229,101390.427499335,102003.91275638,102617.398013424,102757.074407004,102896.750800584,103036.427194164,103176.103587743,103315.779981323,101208.789899909,103441.457642365
Total excluding LULUCF,WEM,ESR,79979.0,80569.1,81159.3,81749.4,82339.6,82626.4,82913.3,83200.1,83486.9,83773.8,84413.0,85052.3,85691.5,86330.8,86970.0,87700.4,88430.7,89161.1,89891.4,90621.7,90455.66,90289.62,90123.58,89957.54,89791.5,90254.4,90717.3,91180.2,91643.1,92106.0,79978.9676788011,80569.1258533216,81159.284027842,81749.4422023625,82339.6003768829,82626.4310768861,82913.2617768894,83200.0924768926,83486.9231768958,83773.7538768991,84413.0123223476,85052.2707677961,85691.5292132446,86330.7876586931,86970.0461041416,87700.3836174974,88430.7211308532,89161.0586442089,89891.3961575647,90621.7336709205,89791.4539758255,92105.9952962595
Total excluding LULUCF,WEM,ETS,30892.9,29479.3,28065.7,26652.1,25238.5,23794.3,22350.2,20906.0,19461.8,18017.6,18236.3,18455.0,18673.7,18892.4,19111.1,19283.7,19456.3,19628.9,19801.5,19974.1,19771.36,19568.62,19365.88,19163.14,18960.4,18817.48,18674.56,18531.64,18388.72,18245.8,30892.8942781895,29479.2942364959,28065.6941948022,26652.0941531086,25238.4941114149,23794.3225799149,22350.1510484149,20905.9795169149,19461.8079854149,18017.6364539149,18236.3283819345,18455.0203099542,18673.7122379739,18892.4041659936,19111.0960940132,19283.6943668102,19456.2926396073,19628.8909124043,19801.4891852013,19974.0874579983,18960.4370176476,18245.8212248629
Total excluding LULUCF,WEM,Total,111005.8,110200.7,109395.6,108590.5,107785.4,106635.2,105485.0,104334.8,103184.6,102034.4,102899.5,103764.6,104629.7,105494.8,106359.9,107268.6,108177.2,109085.9,109994.5,110903.2,110540.12,110177.04,109813.96,109450.88,109087.8,109413.5,109739.2,110064.9,110390.6,110716.3,111005.828102459,110200.711573918,109395.595045378,108590.478516838,107785.361988298,106635.174156801,105484.986325304,104334.798493807,103184.610662311,102034.422830814,102899.520204282,103764.61757775,104629.714951218,105494.812324687,106359.909698155,107268.562484308,108177.21527046,109085.868056613,109994.520842766,110903.173628919,109087.828493473,110716.339021122
Total excluding LULUCF,WOM,Total,161594.5,162310.3,163026.1,163741.9,164457.6,165838.8,167220.0,168601.2,169982.3,171363.5,173206.0,175048.5,176890.9,178733.4,180575.9,182729.7,184883.5,187037.4,189191.2,191345.0,192522.72,193700.44,194878.16,196055.88,197233.6,198292.42,199351.24,200410.06,201468.88,202527.7,161594.515174409,162310.295838175,163026.076501941,163741.857165707,164457.637829473,165838.809245412,167219.980661351,168601.15207729,169982.323493229,171363.494909168,173205.973849773,175048.452790378,176890.931730983,178733.410671588,180575.889612193,182729.711820444,184883.534028695,187037.356236946,189191.178445196,191345.000653447,197233.647158165,202527.730128365
Total including LULUCF,WAM,ESR,79644.8,79900.7,80156.6,80412.6,80668.5,80875.0,81081.4,81287.8,81494.2,81700.7,82103.4,82506.1,82908.8,83311.5,83714.2,83962.3,84210.3,84458.4,84706.5,84954.6,84498.76,84042.92,83587.08,83131.24,82675.4,83162.7,83650.0,84137.3,84624.6,85111.9,79644.754160991,79900.6988177014,80156.6434744118,80412.5881311221,80668.5327878325,80874.9594342707,81081.3860807089,81287.8127271471,81494.2393735853,81700.6660200235,82103.3708595269,82506.0756990303,82908.7805385338,83311.4853780372,83714.1902175406,83962.2688039608,84210.347390381,84458.4259768012,84706.5045632213,84954.5831496415,82675.350384971,85111.8934336155
Total including LULUCF,WAM,ETS,30843.2,29379.8,27916.5,26453.2,24989.9,23520.3,22050.8,20581.2,19111.7,17642.1,17845.8,18049.4,18253.1,18456.7,18660.4,18539.2,18417.9,18296.7,18175.4,18054.2,18085.82,18117.44,18149.06,18180.68,18212.3,18167.26,18122.22,18077.18,18032.14,17987.1,30843.1697201276,29379.8451203721,27916.5205206166,26453.1959208611,24989.8713211056,23520.3181985197,22050.7650759339,20581.211953348,19111.6588307622,17642.1057081763,17845.7661257178,18049.4265432593,18253.0869608008,18456.7473783423,18660.4077958838,18539.1656030434,18417.9234102029,18296.6812173625,18175.439024522,18054.1968316815,18212.2895149378,17987.1139373396
Total including LULUCF,WAM,Total,74531.8,73097.4,71656.5,70218.8,68792.1,67290.6,65663.0,64031.8,62343.8,60752.6,61028.9,61354.3,61654.6,61941.8,62217.5,62022.1,61827.6,61633.4,61430.9,61222.1,60460.46,59698.82,58937.18,58175.54,57413.9,57514.54,57615.18,57715.82,57816.46,57917.1,74531.8485812644,73097.4302610032,71656.4758934225,70218.7502273011,68792.0537794878,67290.6251838972,65662.979083203,64031.758145836,62343.8100717153,60752.6130490389,61028.8614301776,61354.2835096718,61654.648537683,61941.7530218324,62217.5349273213,62022.0666499401,61827.607391322,61633.4416575218,61430.8560714704,61222.1406190784,57413.854821774,57917.0868890661
Total including LULUCF,WEM,ESR,79979.0,80569.1,81159.3,81749.4,82339.6,82626.4,82913.3,83200.1,83486.9,83773.8,84413.0,85052.3,85691.5,86330.8,86970.0,87700.4,88430.7,89161.1,89891.4,90621.7,90455.66,90289.62,90123.58,89957.54,89791.5,90254.4,90717.3,91180.2,91643.1,92106.0,79978.9676788011,80569.1258533216,81159.284027842,81749.4422023625,82339.6003768829,82626.4310768861,82913.2617768894,83200.0924768926,83486.9231768958,83773.7538768991,84413.0123223476,85052.2707677961,85691.5292132446,86330.7876586931,86970.0461041416,87700.3836174974,88430.7211308531,89161.0586442089,89891.3961575647,90621.7336709205,89791.4539758255,92105.9952962595
Total including LULUCF,WEM,ETS,30892.9,29479.3,28065.7,26652.1,25238.5,23794.3,22350.2,20906.0,19461.8,18017.6,18236.3,18455.0,18673.7,18892.4,19111.1,19283.7,19456.3,19628.9,19801.5,19974.1,19771.36,19568.62,19365.88,19163.14,18960.4,18817.48,18674.56,18531.64,18388.72,18245.8,30892.8942781895,29479.2942364959,28065.6941948022,26652.0941531086,25238.4941114149,23794.3225799149,22350.1510484149,20905.9795169149,19461.8079854149,18017.6364539149,18236.3283819345,18455.0203099542,18673.7122379739,18892.4041659936,19111.0960940132,19283.6943668102,19456.2926396073,19628.8909124043,19801.4891852013,19974.0874579983,18960.4370176476,18245.8212248629
Total including LULUCF,WEM,Total,77459.5,78328.1,77994.4,76810.1,76466.3,74930.5,74217.0,72649.2,71905.2,70351.0,71669.1,72138.2,73440.4,73891.7,75192.6,75690.8,77040.9,77540.1,78885.7,79380.3,79021.46,78662.62,78303.78,77944.94,77586.1,77939.78,78293.46,78647.14,79000.82,79354.5,77459.5205007134,78328.057176003,77994.4419035501,76810.0768317103,76466.3085354557,74930.4531875269,74216.9558995431,72649.1893913604,71905.1582495143,70351.0407594121,71669.096351935,72138.237131506,73440.3998332288,73891.7329222131,75192.6078954347,75690.7939515433,77040.9196880565,77540.1075496898,78885.6954077388,79380.2792612487,77586.1366489194,79354.5418687778
Total including LULUCF,WOM,Total,137600.5,138897.5,140203.6,141516.4,142852.6,144787.5,146786.3,148719.1,150650.2,152616.9,155054.2,157526.9,159909.2,162385.4,164798.3,167544.3,170299.3,173055.7,175845.6,178562.5,180374.08,182185.66,183997.24,185808.82,187620.4,189332.02,191043.64,192755.26,194466.88,196178.5,137600.542764161,138897.479713499,140203.567052982,141516.37736534,142852.632203044,144787.536334632,146786.314737261,148719.080500432,150650.180109555,152616.885610055,155054.216029532,157526.873051738,159909.194276985,162385.390703148,164798.349841943,167544.26853102,170299.281896126,173055.665947629,175845.5773279,178562.547467858,187620.402844486,196178.537786792
